Country,Timestamp,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
DK,2021-10-08,22366.0,7640.0,11214.0,1197.0,3647.0,3957.0,4456.0,6242.0
DK,2021-10-09,18205.0,6497.0,10939.0,1277.0,3477.0,3911.0,5879.0,5956.0
DK,2021-10-10,19606.0,6248.0,10488.0,1246.0,3023.0,3781.0,19208.0,19276.0
DK,2021-10-11,13780.0,4467.0,8495.0,907.0,3583.0,3906.0,41668.0,48550.0
DK,2021-10-12,17030.0,8636.0,11638.0,1177.0,3439.0,4150.0,33464.0,17706.0
DK,2021-10-13,19087.0,9109.0,12632.0,1259.0,2339.0,4336.0,17231.0,12481.0
DK,2021-10-14,14578.0,6018.0,13427.0,1057.0,1353.0,4225.0,36342.0,30983.0
DK,2021-10-15,11993.0,4070.0,8558.0,747.0,2606.0,3918.0,41369.0,40233.0
DK,2021-10-16,14586.0,4629.0,11491.0,805.0,2004.0,4116.0,40099.0,30794.0
DK,2021-10-17,18990.0,5756.0,17231.0,919.0,1454.0,3839.0,16001.0,6757.0
DK,2021-10-18,21283.0,9093.0,18486.0,1480.0,465.0,4053.0,8079.0,9402.0
DK,2021-10-19,15255.0,6883.0,11482.0,1185.0,662.0,3756.0,29870.0,26077.0
DK,2021-10-20,9268.0,3770.0,11360.0,721.0,681.0,3423.0,36242.0,41022.0
DK,2021-10-21,9835.0,4069.0,6497.0,836.0,2543.0,3646.0,37397.0,39565.0
DK,2021-10-22,10940.0,4481.0,8071.0,886.0,2880.0,3823.0,44089.0,50018.0
DK,2021-10-23,14764.0,6749.0,13345.0,1078.0,3432.0,3914.0,24935.0,21899.0
DK,2021-10-24,16113.0,4921.0,11371.0,958.0,2256.0,3777.0,33711.0,35045.0
DK,2021-10-25,17250.0,5812.0,13136.0,1329.0,2017.0,3908.0,24630.0,23877.0
DK,2021-10-26,16359.0,7297.0,13828.0,1028.0,2596.0,3934.0,25738.0,21553.0
DK,2021-10-27,10209.0,4137.0,6584.0,723.0,472.0,3516.0,38336.0,41768.0
DK,2021-10-28,13924.0,4378.0,8866.0,793.0,2649.0,4103.0,38256.0,39505.0
DK,2021-10-29,14855.0,4624.0,8873.0,1230.0,3532.0,4128.0,33990.0,28234.0
DK,2021-10-30,14194.0,5049.0,10018.0,1032.0,1311.0,4054.0,30437.0,28024.0
DK,2021-10-31,12056.0,4559.0,4373.0,940.0,1989.0,4264.0,33127.0,31211.0
DK,2021-11-01,14265.0,4976.0,8556.0,944.0,1351.0,4097.0,39362.0,47028.0
DK,2021-11-02,21182.0,9851.0,19894.0,1171.0,2304.0,4323.0,8229.0,13459.0
DK,2021-11-03,24299.0,10985.0,26262.0,1721.0,2551.0,4485.0,2914.0,3749.0
DK,2021-11-04,20162.0,9826.0,21800.0,1127.0,1142.0,4350.0,18533.0,9959.0
DK,2021-11-05,14144.0,4597.0,10395.0,946.0,2163.0,4109.0,42843.0,34930.0
DK,2021-11-06,9601.0,4387.0,8609.0,767.0,571.0,3816.0,40715.0,35408.0
DK,2021-11-07,8943.0,4130.0,7300.0,829.0,1581.0,3613.0,45221.0,26544.0
DK,2021-11-08,20488.0,10365.0,20843.0,1184.0,1014.0,4112.0,14705.0,6317.0
DK,2021-11-09,17274.0,5326.0,13837.0,1062.0,503.0,4042.0,40721.0,49787.0
DK,2021-11-10,19123.0,9949.0,15808.0,1193.0,753.0,4215.0,23445.0,20834.0
DK,2021-11-11,21475.0,9272.0,20562.0,1195.0,1052.0,4335.0,17901.0,20995.0
DK,2021-11-12,19906.0,8583.0,16251.0,1148.0,673.0,4315.0,22188.0,19324.0
DK,2021-11-13,22188.0,10010.0,19916.0,1223.0,422.0,4349.0,16865.0,14042.0
DK,2021-11-14,23172.0,8152.0,22519.0,1147.0,289.0,4364.0,19184.0,13208.0
DK,2021-11-15,23736.0,11640.0,24053.0,1271.0,215.0,4359.0,7205.0,4455.0
DK,2021-11-16,23795.0,11250.0,25591.0,1226.0,216.0,3896.0,4275.0,7377.0
DK,2021-11-17,20789.0,5625.0,17740.0,1431.0,820.0,4086.0,35315.0,31943.0
DK,2021-11-18,13657.0,4562.0,11971.0,908.0,385.0,3558.0,43361.0,42679.0
DK,2021-11-19,9910.0,4332.0,8263.0,867.0,928.0,3703.0,40494.0,51682.0
DK,2021-11-20,9821.0,4183.0,8599.0,735.0,470.0,3838.0,42528.0,45310.0
DK,2021-11-21,17019.0,5839.0,15173.0,999.0,998.0,4090.0,31545.0,19669.0
DK,2021-11-22,20030.0,11072.0,18605.0,1196.0,1160.0,4170.0,23428.0,18165.0
DK,2021-11-23,19092.0,9439.0,13761.0,1885.0,1335.0,4228.0,35799.0,35445.0
DK,2021-11-24,14797.0,9823.0,13473.0,1030.0,622.0,4095.0,33471.0,33019.0
DK,2021-11-25,16877.0,7575.0,15608.0,1041.0,967.0,4125.0,42647.0,38648.0
DK,2021-11-26,18349.0,10437.0,17604.0,1217.0,894.0,4130.0,27468.0,28140.0
DK,2021-11-27,20369.0,11070.0,20694.0,1223.0,638.0,4054.0,28563.0,26463.0
DK,2021-11-28,20228.0,11770.0,22318.0,1191.0,553.0,4128.0,9661.0,11076.0
DK,2021-11-29,20292.0,13638.0,22136.0,1159.0,1405.0,4178.0,18416.0,16664.0
DK,2021-11-30,15019.0,7641.0,15916.0,1495.0,782.0,3816.0,35158.0,38571.0
DK,2021-12-01,17201.0,6206.0,16746.0,1050.0,141.0,3739.0,38127.0,57058.0
DK,2021-12-02,18208.0,12102.0,26422.0,991.0,394.0,3806.0,41029.0,38587.0
DK,2021-12-03,17424.0,9763.0,24715.0,950.0,202.0,3860.0,39964.0,25945.0
DK,2021-12-04,15700.0,12593.0,27246.0,1030.0,283.0,3984.0,23100.0,23318.0
DK,2021-12-05,13684.0,8343.0,19441.0,826.0,251.0,3616.0,46516.0,63013.0
DK,2021-12-06,16312.0,13128.0,22635.0,1057.0,603.0,3909.0,36602.0,33414.0
DK,2021-12-07,16693.0,12332.0,24663.0,1546.0,341.0,4324.0,45435.0,51631.0
DK,2021-12-08,13925.0,8492.0,18162.0,856.0,141.0,3795.0,48734.0,56759.0
DK,2021-12-09,16255.0,12666.0,29348.0,1226.0,158.0,4100.0,22917.0,19436.0
DK,2021-12-10,18013.0,13628.0,30934.0,1173.0,219.0,4343.0,11326.0,7456.0
DK,2021-12-11,18372.0,14060.0,37736.0,1303.0,334.0,4123.0,7301.0,3924.0
DK,2021-12-12,14183.0,9774.0,26310.0,1100.0,137.0,4024.0,19131.0,16905.0
DK,2021-12-13,10935.0,10253.0,29351.0,1087.0,236.0,4425.0,19116.0,19360.0
DK,2021-12-14,12852.0,9863.0,26967.0,1290.0,830.0,4551.0,22990.0,28582.0
DK,2021-12-15,8832.0,5092.0,19687.0,1040.0,489.0,3576.0,42636.0,49649.0
DK,2021-12-16,13496.0,6341.0,30942.0,1122.0,1357.0,3768.0,30065.0,40749.0
DK,2021-12-17,21638.0,11157.0,35386.0,1130.0,341.0,4026.0,21163.0,21626.0
DK,2021-12-18,20994.0,5769.0,26727.0,1064.0,932.0,4051.0,32893.0,42550.0
DK,2021-12-19,13940.0,5037.0,16438.0,826.0,1243.0,3619.0,34487.0,37978.0
DK,2021-12-20,24124.0,13686.0,30629.0,2026.0,1443.0,4031.0,12024.0,13572.0
DK,2021-12-21,22690.0,16719.0,34086.0,2296.0,639.0,3776.0,2583.0,5363.0
DK,2021-12-22,22783.0,14437.0,37020.0,2031.0,422.0,4123.0,12467.0,7687.0
DK,2021-12-23,20957.0,11746.0,31971.0,1212.0,136.0,4252.0,12993.0,7333.0
DK,2021-12-24,19535.0,7378.0,20234.0,1176.0,232.0,4422.0,26567.0,27584.0
DK,2021-12-25,20056.0,9231.0,30207.0,1152.0,444.0,4689.0,13595.0,14415.0
DK,2021-12-26,19715.0,9816.0,31090.0,1211.0,555.0,4652.0,9833.0,8411.0
DK,2021-12-27,19895.0,9628.0,26723.0,1219.0,473.0,4403.0,45013.0,49989.0
DK,2021-12-28,20615.0,7489.0,24753.0,1074.0,124.0,4327.0,34048.0,25699.0
DK,2021-12-29,21781.0,10887.0,29870.0,1295.0,242.0,4625.0,7533.0,7924.0
DK,2021-12-30,18365.0,6156.0,12671.0,1167.0,344.0,4365.0,42425.0,53202.0
DK,2021-12-31,14290.0,5645.0,9849.0,1040.0,242.0,4179.0,41473.0,33938.0
