,Wind Onshore
2017-06-17,6203.0
2017-06-18,19575.0
2017-06-19,17866.0
2017-06-20,24310.0
2017-06-21,30002.0
2017-06-22,10627.0
2017-06-23,7686.0
2017-06-24,15194.0
2017-06-25,11969.0
2017-06-26,16605.0
2017-06-27,29845.0
2017-06-28,8868.0
2017-06-29,3631.0
2017-06-30,9758.0
2017-07-01,7304.0
2017-07-02,10514.0
2017-07-03,11525.0
2017-07-04,32836.0
2017-07-05,29088.0
2017-07-06,13528.0
2017-07-07,3729.0
2017-07-08,7979.0
2017-07-09,7279.0
2017-07-10,7411.0
2017-07-11,5833.0
2017-07-12,10929.0
2017-07-13,29628.0
2017-07-14,23837.0
2017-07-15,9389.0
2017-07-16,24271.0
2017-07-17,10907.0
2017-07-18,27453.0
2017-07-19,19482.0
2017-07-20,3442.0
2017-07-21,4045.0
2017-07-22,2010.0
2017-07-23,2138.0
2017-07-24,4099.0
2017-07-25,3525.0
2017-07-26,2646.0
2017-07-27,3220.0
2017-07-28,2682.0
2017-07-29,10751.0
2017-07-30,4696.0
2017-07-31,10282.0
2017-08-01,10382.0
2017-08-02,3860.0
2017-08-03,3668.0
2017-08-04,10363.0
2017-08-05,14920.0
2017-08-06,5442.0
2017-08-07,4561.0
2017-08-08,10763.0
2017-08-09,4230.0
2017-08-10,9761.0
2017-08-11,14289.0
2017-08-12,14608.0
2017-08-13,22323.0
2017-08-14,20300.0
2017-08-15,8406.0
2017-08-16,16776.0
2017-08-17,9711.0
2017-08-18,7311.0
2017-08-19,12389.0
2017-08-20,28674.0
2017-08-21,13952.0
2017-08-22,10633.0
2017-08-23,1994.0
2017-08-24,3280.0
2017-08-25,17034.0
2017-08-26,22835.0
2017-08-27,3466.0
2017-08-28,12810.0
2017-08-29,17725.0
2017-08-30,13364.0
2017-08-31,6908.0
2017-09-01,12258.0
2017-09-02,4948.0
2017-09-03,2924.0
2017-09-04,14343.0
2017-09-05,16439.0
2017-09-06,14427.0
2017-09-07,3522.0
2017-09-08,8266.0
2017-09-09,12614.0
2017-09-10,17502.0
2017-09-11,17791.0
2017-09-12,17446.0
2017-09-13,8772.0
2017-09-14,3563.0
2017-09-15,8314.0
2017-09-16,10042.0
2017-09-17,1932.0
2017-09-18,7654.0
2017-09-19,13318.0
2017-09-20,13549.0
2017-09-21,8315.0
2017-09-22,11109.0
2017-09-23,2336.0
2017-09-24,3992.0
2017-09-25,2825.0
2017-09-26,4621.0
2017-09-27,3115.0
2017-09-28,6853.0
2017-09-29,5789.0
2017-09-30,8441.0
2017-10-01,15115.0
2017-10-02,39327.0
2017-10-03,22147.0
2017-10-04,14483.0
2017-10-05,18817.0
2017-10-06,17358.0
2017-10-07,8766.0
2017-10-08,18298.0
2017-10-09,17361.0
2017-10-10,17676.0
2017-10-11,7911.0
2017-10-12,16704.0
2017-10-13,10599.0
2017-10-14,14490.0
2017-10-15,21903.0
2017-10-16,36743.0
2017-10-17,13556.0
2017-10-18,30495.0
2017-10-19,12802.0
2017-10-20,4333.0
2017-10-21,7545.0
2017-10-22,4349.0
2017-10-23,5996.0
2017-10-24,18173.0
2017-10-25,29851.0
2017-10-26,3059.0
2017-10-27,18890.0
2017-10-28,26571.0
2017-10-29,38237.0
2017-10-30,29510.0
2017-10-31,8630.0
2017-11-01,7991.0
2017-11-02,24118.0
2017-11-03,23585.0
2017-11-04,15619.0
2017-11-05,7603.0
2017-11-06,29410.0
2017-11-07,16442.0
2017-11-08,24360.0
2017-11-09,35661.0
2017-11-10,17728.0
2017-11-11,8232.0
2017-11-12,18294.0
2017-11-13,27150.0
2017-11-14,13567.0
2017-11-15,26149.0
2017-11-16,26494.0
2017-11-17,26262.0
2017-11-18,9274.0
2017-11-19,22811.0
2017-11-20,12105.0
2017-11-21,4226.0
2017-11-22,17470.0
2017-11-23,39978.0
2017-11-24,31265.0
2017-11-25,19566.0
2017-11-26,11049.0
2017-11-27,3037.0
2017-11-28,6993.0
2017-11-29,9238.0
2017-11-30,11256.0
2017-12-01,9604.0
2017-12-02,30601.0
2017-12-03,31755.0
2017-12-04,29357.0
2017-12-05,31867.0
2017-12-06,20888.0
2017-12-07,30417.0
2017-12-08,27645.0
2017-12-09,5543.0
2017-12-10,6167.0
2017-12-11,2603.0
2017-12-12,7366.0
2017-12-13,15550.0
2017-12-14,7148.0
2017-12-15,7075.0
2017-12-16,7098.0
2017-12-17,19728.0
2017-12-18,22441.0
2017-12-19,20636.0
2017-12-20,20856.0
2017-12-21,37469.0
2017-12-22,36171.0
2017-12-23,41087.0
2017-12-24,30640.0
2017-12-25,13657.0
2017-12-26,15165.0
2017-12-27,20326.0
2017-12-28,10729.0
2017-12-29,8109.0
2017-12-30,7655.0
2017-12-31,11317.0
