,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2020-01-01,475265.0,986503.0,462386.0,0.0,189662.0,43590.0,0.0,2758.0,123735.0,155429.0,125667.0,4737.0,0.0,772466.0,0.0,44342.0,18734.0,203560.0,79102.0,276516.0,594392.0
2020-01-02,477032.0,1013208.0,531120.0,0.0,237012.0,43288.0,0.0,2747.0,139178.0,143837.0,123023.0,8970.0,0.0,768429.0,0.0,43986.0,18698.0,158992.0,78758.0,576175.0,993223.0
2020-01-03,478790.0,735012.0,437843.0,0.0,285014.0,43124.0,0.0,2485.0,120294.0,187686.0,126778.0,8189.0,0.0,736143.0,0.0,41198.0,18048.0,73032.0,77147.0,568771.0,2542416.0
2020-01-04,474881.0,692563.0,419687.0,0.0,286135.0,43272.0,1.0,2301.0,135044.0,139458.0,129969.0,6324.0,0.0,723398.0,0.0,40396.0,17781.0,52598.0,73890.0,454294.0,2755815.0
2020-01-05,474853.0,1018787.0,547980.0,0.0,241416.0,43742.0,2.0,2380.0,67275.0,108966.0,124823.0,3807.0,0.0,765659.0,0.0,36960.0,18794.0,99658.0,79998.0,368768.0,901381.0
2020-01-06,475996.0,986414.0,786059.0,0.0,556391.0,41551.0,0.0,2451.0,116068.0,150355.0,119869.0,6497.0,0.0,760397.0,0.0,40653.0,18596.0,152588.0,76721.0,563747.0,1014904.0
2020-01-07,473673.0,1115936.0,855817.0,0.0,750424.0,35606.0,0.0,2418.0,141447.0,158316.0,123803.0,10450.0,0.0,756460.0,0.0,41178.0,18601.0,61188.0,80662.0,462566.0,1497368.0
2020-01-08,471662.0,1064689.0,830248.0,0.0,830221.0,39238.0,0.0,2444.0,131329.0,145839.0,132810.0,7562.0,0.0,751747.0,0.0,40096.0,18023.0,39003.0,79279.0,406930.0,1893803.0
2020-01-09,475180.0,1104600.0,731383.0,0.0,622418.0,45235.0,0.0,2365.0,78551.0,119758.0,132460.0,3971.0,0.0,761898.0,0.0,39664.0,17810.0,97197.0,79008.0,380849.0,1739898.0
2020-01-10,478020.0,1093484.0,691063.0,0.0,592765.0,44707.0,2.0,2393.0,110446.0,150997.0,131518.0,8015.0,16.0,743989.0,0.0,37642.0,16888.0,122566.0,78480.0,336258.0,2108975.0
2020-01-11,479487.0,1016331.0,656230.0,0.0,374111.0,44444.0,1.0,2675.0,103964.0,111674.0,129858.0,4615.0,0.0,746825.0,0.0,45255.0,18240.0,147951.0,78362.0,486254.0,1579770.0
2020-01-12,465439.0,634970.0,427702.0,0.0,332150.0,44144.0,0.0,2758.0,104972.0,130305.0,115149.0,7443.0,0.0,718646.0,0.0,44866.0,18623.0,137322.0,75279.0,499187.0,2633216.0
2020-01-13,467277.0,1067835.0,791500.0,0.0,652288.0,43961.0,0.0,2729.0,128886.0,136543.0,117669.0,13106.0,0.0,767612.0,0.0,47087.0,18484.0,106370.0,75537.0,427808.0,1406881.0
2020-01-14,461472.0,778089.0,501599.0,0.0,395738.0,43107.0,0.0,2626.0,148888.0,165321.0,128291.0,7699.0,0.0,738087.0,0.0,40361.0,17512.0,153111.0,69824.0,528224.0,3127495.0
2020-01-15,458232.0,800053.0,452740.0,0.0,414828.0,43147.0,0.0,2643.0,124733.0,156017.0,128202.0,12700.0,0.0,749829.0,0.0,39181.0,16745.0,256780.0,75201.0,454401.0,2930520.0
2020-01-16,464339.0,1117745.0,796394.0,0.0,558859.0,43613.0,0.0,2578.0,136607.0,167267.0,126768.0,11664.0,0.0,750145.0,0.0,43044.0,17151.0,263396.0,76800.0,484061.0,1348334.0
2020-01-17,467254.0,1130455.0,801537.0,0.0,470561.0,43869.0,2.0,2611.0,135463.0,159436.0,122559.0,4099.0,0.0,745565.0,0.0,45322.0,18115.0,223817.0,78685.0,498705.0,1798935.0
2020-01-18,470370.0,1101041.0,627893.0,0.0,369325.0,43903.0,15.0,2704.0,133205.0,136795.0,116029.0,5519.0,0.0,740216.0,0.0,45201.0,17608.0,120386.0,79072.0,475599.0,1616760.0
2020-01-19,475243.0,1149326.0,697529.0,0.0,389878.0,44113.0,4.0,2753.0,122501.0,114011.0,114777.0,6062.0,0.0,772722.0,0.0,46189.0,18185.0,123067.0,77341.0,435865.0,689850.0
2020-01-20,477102.0,1281190.0,1111306.0,0.0,1133769.0,44138.0,0.0,2330.0,97043.0,151345.0,112824.0,12421.0,0.0,766826.0,0.0,46172.0,18344.0,180880.0,76667.0,283876.0,586851.0
2020-01-21,475898.0,1298524.0,1176234.0,0.0,1080981.0,47853.0,7.0,2302.0,137222.0,116523.0,122563.0,10009.0,0.0,771815.0,0.0,42877.0,18599.0,259081.0,75458.0,412532.0,1048990.0
2020-01-22,476652.0,1426840.0,1184158.0,0.0,1301803.0,50552.0,8.0,2622.0,158467.0,162226.0,124048.0,16364.0,0.0,770165.0,0.0,42806.0,18624.0,101049.0,40432.0,207890.0,773007.0
2020-01-23,478802.0,1449032.0,1239492.0,0.0,1407114.0,50252.0,0.0,2633.0,161604.0,149028.0,126381.0,16547.0,0.0,776604.0,0.0,45770.0,18624.0,115644.0,40609.0,170786.0,268086.0
2020-01-24,481921.0,1410728.0,1204369.0,0.0,1374689.0,44331.0,0.0,2595.0,147591.0,149535.0,126727.0,12180.0,0.0,776248.0,0.0,43400.0,18622.0,187046.0,60087.0,306222.0,496037.0
2020-01-25,481592.0,1441272.0,946493.0,0.0,912275.0,43495.0,14.0,2692.0,102209.0,80661.0,122397.0,11371.0,0.0,776100.0,0.0,43378.0,18417.0,114625.0,75898.0,308345.0,378961.0
2020-01-26,477904.0,1156444.0,714038.0,0.0,536050.0,43296.0,0.0,2661.0,98992.0,96283.0,114952.0,6964.0,0.0,774394.0,0.0,43680.0,18583.0,150345.0,77349.0,359127.0,557555.0
2020-01-27,477330.0,1071129.0,828693.0,0.0,601997.0,43558.0,14.0,2600.0,122723.0,198302.0,112649.0,10800.0,0.0,760295.0,0.0,46517.0,18228.0,160088.0,78122.0,426163.0,1783783.0
2020-01-28,470526.0,747624.0,625347.0,0.0,352011.0,43557.0,0.0,2548.0,142226.0,166683.0,125336.0,5327.0,0.0,716406.0,0.0,46550.0,18122.0,100176.0,76687.0,410208.0,2832193.0
2020-01-29,471949.0,668981.0,690532.0,0.0,412302.0,42850.0,0.0,2634.0,132388.0,160735.0,128571.0,3566.0,0.0,722155.0,0.0,41740.0,18499.0,100309.0,75956.0,512860.0,2901243.0
2020-01-30,471279.0,744941.0,563937.0,0.0,366567.0,42854.0,13.0,2482.0,139998.0,177583.0,129268.0,7624.0,0.0,702616.0,0.0,44445.0,18511.0,184681.0,70759.0,513616.0,2815789.0
2020-01-31,466374.0,642092.0,453795.0,0.0,287010.0,43036.0,9.0,2341.0,159411.0,181637.0,126588.0,4373.0,2.0,660286.0,0.0,41327.0,16249.0,142197.0,75566.0,525759.0,3052103.0
2020-02-01,470411.0,389903.0,298358.0,0.0,195094.0,44093.0,0.0,2443.0,141028.0,217068.0,131361.0,4063.0,0.0,662579.0,0.0,33974.0,13973.0,130757.0,72256.0,561220.0,3084514.0
2020-02-02,466339.0,593517.0,354122.0,0.0,145166.0,43816.0,0.0,2409.0,149323.0,176697.0,135415.0,7980.0,0.0,706997.0,0.0,38694.0,16025.0,70370.0,76610.0,193533.0,2144402.0
2020-02-03,464627.0,794656.0,533605.0,0.0,223810.0,44048.0,0.0,2601.0,147597.0,169398.0,179475.0,6602.0,0.0,739196.0,0.0,43286.0,17149.0,86134.0,75247.0,441275.0,2193193.0
2020-02-04,469546.0,927763.0,591736.0,0.0,277784.0,43676.0,2.0,2542.0,135667.0,158286.0,172679.0,8615.0,0.0,735866.0,0.0,43697.0,16986.0,194242.0,44581.0,460642.0,2269519.0
2020-02-05,471947.0,1167196.0,927280.0,0.0,635749.0,43162.0,9.0,2736.0,165912.0,143670.0,177935.0,10399.0,0.0,764356.0,0.0,46272.0,17595.0,347739.0,71355.0,222986.0,1291298.0
2020-02-06,477094.0,1300770.0,1034889.0,0.0,908207.0,44355.0,7.0,2750.0,135202.0,153754.0,175234.0,12532.0,0.0,772868.0,0.0,45281.0,17069.0,252112.0,74769.0,201010.0,998722.0
2020-02-07,475064.0,1271630.0,1032713.0,0.0,759709.0,43107.0,0.0,2776.0,125413.0,166376.0,171002.0,8200.0,0.0,770276.0,0.0,44513.0,17024.0,306053.0,75481.0,215555.0,685198.0
2020-02-08,474124.0,849502.0,635795.0,0.0,240451.0,41860.0,0.0,2743.0,97592.0,115260.0,165537.0,11119.0,0.0,761514.0,0.0,43640.0,17151.0,349808.0,46687.0,437713.0,1317029.0
2020-02-09,462854.0,421627.0,267182.0,0.0,230011.0,41454.0,0.0,2629.0,108016.0,181206.0,152275.0,8900.0,0.0,565207.0,0.0,28950.0,13166.0,319550.0,42491.0,358434.0,2958156.0
2020-02-10,456040.0,457261.0,396731.0,0.0,303930.0,41212.0,0.0,2171.0,176329.0,190256.0,155495.0,9533.0,0.0,677930.0,0.0,37400.0,16402.0,219539.0,43556.0,474378.0,3363399.0
2020-02-11,463746.0,469612.0,391535.0,0.0,319062.0,41781.0,0.0,2503.0,144001.0,177806.0,173282.0,9046.0,0.0,692471.0,0.0,38688.0,16467.0,209303.0,43754.0,478889.0,3637171.0
2020-02-12,453743.0,570366.0,435008.0,0.0,340118.0,41456.0,0.0,2480.0,143380.0,161080.0,171907.0,8466.0,0.0,709220.0,0.0,39827.0,16906.0,211247.0,44599.0,485460.0,3311757.0
2020-02-13,469681.0,874124.0,709125.0,0.0,409026.0,41409.0,3.0,2598.0,98824.0,173554.0,167489.0,8739.0,0.0,756609.0,0.0,43416.0,17686.0,168320.0,75476.0,374385.0,2002720.0
2020-02-14,473295.0,1055854.0,887076.0,0.0,498763.0,41387.0,0.0,2545.0,169134.0,155381.0,172351.0,9665.0,0.0,771293.0,0.0,43285.0,17802.0,137639.0,46276.0,199473.0,905632.0
2020-02-15,469971.0,500077.0,384638.0,0.0,182166.0,41383.0,0.0,2158.0,102417.0,144627.0,171238.0,6130.0,0.0,692900.0,0.0,34904.0,16879.0,383084.0,76246.0,541514.0,2148319.0
2020-02-16,465879.0,395162.0,261611.0,0.0,153311.0,41553.0,0.0,2002.0,130414.0,164737.0,143685.0,4406.0,0.0,526593.0,0.0,26816.0,13049.0,175981.0,74954.0,364532.0,3377166.0
2020-02-17,465360.0,585387.0,408339.0,0.0,281708.0,41888.0,1.0,1965.0,124982.0,180166.0,153413.0,6796.0,0.0,684447.0,0.0,33280.0,15973.0,182027.0,43595.0,520991.0,2907322.0
2020-02-18,466498.0,516435.0,421518.0,103.0,291708.0,42182.0,21.0,2070.0,148875.0,180104.0,165837.0,8713.0,0.0,731037.0,0.0,36179.0,16760.0,276132.0,68296.0,538943.0,3149358.0
2020-02-19,461042.0,625593.0,606191.0,82.0,255780.0,41382.0,26.0,2300.0,134085.0,170902.0,162473.0,7845.0,0.0,737830.0,0.0,40119.0,17379.0,230582.0,43591.0,496027.0,2738380.0
2020-02-20,469626.0,633180.0,648302.0,0.0,226816.0,41647.0,19.0,2604.0,143542.0,127139.0,162530.0,9084.0,0.0,750978.0,0.0,41022.0,17501.0,187366.0,48684.0,539040.0,2411179.0
2020-02-21,460284.0,434498.0,463975.0,0.0,278611.0,41671.0,3.0,2566.0,165470.0,179092.0,160069.0,9258.0,0.0,742984.0,0.0,39123.0,16587.0,378477.0,44691.0,565287.0,2887211.0
2020-02-22,466262.0,383001.0,263528.0,0.0,162512.0,41588.0,2.0,2333.0,103650.0,188413.0,154979.0,3995.0,0.0,596713.0,0.0,27612.0,13172.0,315577.0,46186.0,440656.0,3507908.0
2020-02-23,465967.0,367746.0,266520.0,0.0,154514.0,41456.0,11.0,2286.0,135625.0,182844.0,144168.0,7684.0,0.0,670846.0,0.0,29620.0,14114.0,80233.0,47372.0,475016.0,3024576.0
2020-02-24,467767.0,607182.0,552704.0,0.0,234704.0,41699.0,27.0,2494.0,115684.0,163916.0,162942.0,12891.0,0.0,741615.0,0.0,39456.0,17164.0,174357.0,48158.0,429194.0,2185589.0
2020-02-25,468421.0,687310.0,491913.0,0.0,313792.0,41758.0,11.0,2340.0,157645.0,187032.0,168610.0,9975.0,0.0,700038.0,0.0,37380.0,16358.0,248547.0,48675.0,479907.0,2902246.0
2020-02-26,473171.0,975257.0,787938.0,0.0,317344.0,42672.0,24.0,2523.0,156267.0,137054.0,166940.0,17245.0,0.0,771922.0,0.0,41062.0,17866.0,229198.0,48070.0,173382.0,1650364.0
2020-02-27,473324.0,1022052.0,971590.0,0.0,555651.0,44407.0,0.0,2547.0,172695.0,183970.0,168882.0,24387.0,0.0,774556.0,0.0,41650.0,18059.0,201111.0,48351.0,258023.0,1015783.0
2020-02-28,465738.0,909009.0,769213.0,0.0,320846.0,41930.0,10.0,2546.0,153142.0,165493.0,169390.0,8899.0,0.0,737213.0,0.0,41560.0,17903.0,324447.0,73875.0,519403.0,2002330.0
2020-02-29,465010.0,393185.0,343236.0,0.0,210954.0,41553.0,0.0,2376.0,79344.0,127512.0,159771.0,9446.0,0.0,711917.0,0.0,28086.0,13555.0,294761.0,74098.0,535461.0,2894288.0
2020-03-01,459342.0,477407.0,314854.0,94.0,208183.0,41656.0,0.0,2420.0,125612.0,188337.0,156565.0,5729.0,0.0,697636.0,0.0,29184.0,14674.0,396689.0,73856.0,448873.0,2506628.0
2020-03-02,454445.0,1052215.0,791831.0,80.0,642017.0,41777.0,0.0,2434.0,131618.0,147445.0,157143.0,11629.0,0.0,767491.0,0.0,40589.0,17966.0,390086.0,73231.0,175259.0,983370.0
2020-03-03,450500.0,1170062.0,972762.0,0.0,873078.0,41853.0,0.0,2543.0,164008.0,164655.0,167373.0,18395.0,0.0,773286.0,0.0,41661.0,17994.0,280349.0,73218.0,109418.0,1004081.0
2020-03-04,455603.0,1195705.0,1002424.0,0.0,946735.0,41414.0,0.0,2532.0,148122.0,167684.0,168006.0,11640.0,0.0,772816.0,0.0,45852.0,18331.0,340754.0,48859.0,126229.0,791425.0
2020-03-05,468091.0,1180177.0,876665.0,0.0,687685.0,41514.0,0.0,2433.0,153508.0,151825.0,164619.0,9038.0,0.0,772352.0,0.0,44130.0,17757.0,309322.0,48710.0,189025.0,1116843.0
2020-03-06,470418.0,913666.0,816747.0,0.0,402452.0,41380.0,4.0,2392.0,168031.0,163010.0,162604.0,13934.0,0.0,755815.0,0.0,45392.0,18192.0,146069.0,75817.0,404193.0,1806535.0
2020-03-07,469555.0,884035.0,645183.0,0.0,242294.0,41608.0,11.0,2603.0,116716.0,135804.0,159182.0,5413.0,0.0,768602.0,0.0,46190.0,18259.0,281591.0,77038.0,248723.0,1350161.0
2020-03-08,465798.0,548488.0,367823.0,0.0,181514.0,41832.0,3.0,2600.0,119017.0,210972.0,151028.0,7796.0,0.0,733581.0,0.0,35209.0,14785.0,419403.0,74993.0,526328.0,1883383.0
2020-03-09,467163.0,909934.0,861518.0,0.0,460030.0,42179.0,0.0,2545.0,145712.0,139826.0,153235.0,10750.0,0.0,766396.0,0.0,44715.0,18041.0,314852.0,75696.0,247728.0,1086042.0
2020-03-10,462985.0,538324.0,535591.0,0.0,394240.0,44379.0,1.0,2518.0,133417.0,151876.0,162869.0,9725.0,0.0,705800.0,0.0,42966.0,17580.0,121845.0,68741.0,559499.0,3123960.0
2020-03-11,466200.0,558966.0,534548.0,0.0,267008.0,42058.0,0.0,2147.0,159805.0,182635.0,172914.0,10763.0,0.0,712638.0,0.0,39761.0,16513.0,321023.0,65709.0,556254.0,2453767.0
2020-03-12,456319.0,453584.0,411992.0,0.0,284423.0,42407.0,5.0,2308.0,158856.0,214530.0,175932.0,7354.0,0.0,679700.0,0.0,36275.0,16013.0,449378.0,64531.0,477098.0,3208235.0
2020-03-13,433781.0,486226.0,485481.0,0.0,314862.0,42284.0,0.0,2655.0,167225.0,203976.0,174571.0,9633.0,0.0,734122.0,0.0,40020.0,16930.0,475292.0,64153.0,422493.0,2781572.0
2020-03-14,448297.0,626913.0,516704.0,0.0,265428.0,41732.0,1.0,2744.0,90369.0,83574.0,171292.0,10335.0,0.0,772566.0,0.0,45255.0,17984.0,597611.0,24254.0,288067.0,690112.0
2020-03-15,464662.0,473856.0,345709.0,0.0,198845.0,41669.0,3.0,2685.0,118034.0,171854.0,154976.0,9578.0,0.0,693212.0,0.0,36157.0,15376.0,702290.0,53635.0,500857.0,1972904.0
2020-03-16,462550.0,930737.0,695084.0,0.0,570523.0,42222.0,0.0,2345.0,111315.0,138583.0,152704.0,6855.0,0.0,769141.0,0.0,41214.0,16572.0,707141.0,66672.0,211822.0,660961.0
2020-03-17,461304.0,1015517.0,718976.0,0.0,564984.0,42470.0,6.0,2257.0,130039.0,153560.0,156926.0,7784.0,0.0,763477.0,0.0,41760.0,15797.0,467915.0,67364.0,486523.0,687714.0
2020-03-18,460527.0,972982.0,458571.0,0.0,511436.0,42344.0,0.0,2239.0,178709.0,159040.0,156405.0,8425.0,0.0,762082.0,0.0,40317.0,15148.0,653467.0,68087.0,327566.0,1199318.0
2020-03-19,460032.0,1194414.0,744673.0,0.0,494101.0,43024.0,4.0,2233.0,103081.0,157236.0,155316.0,13468.0,0.0,767583.0,0.0,39965.0,14971.0,580783.0,47188.0,40389.0,223917.0
2020-03-20,462191.0,1176463.0,556652.0,0.0,264623.0,42036.0,0.0,2226.0,103692.0,102715.0,163820.0,12229.0,0.0,686325.0,0.0,43009.0,16575.0,422364.0,66662.0,249019.0,723708.0
2020-03-21,452682.0,431255.0,302098.0,0.0,151699.0,42316.0,0.0,2742.0,136260.0,161691.0,168748.0,8145.0,0.0,611656.0,0.0,34047.0,14405.0,363311.0,66957.0,540681.0,2167065.0
2020-03-22,463834.0,421983.0,273884.0,0.0,162243.0,41871.0,0.0,2706.0,123510.0,186408.0,147806.0,5210.0,0.0,534501.0,0.0,32145.0,13886.0,844691.0,68509.0,466402.0,1881252.0
2020-03-23,462796.0,592320.0,390203.0,0.0,202629.0,41923.0,0.0,2768.0,167567.0,187509.0,147584.0,8409.0,0.0,627277.0,0.0,39540.0,15743.0,910678.0,71885.0,493550.0,1478520.0
2020-03-24,461279.0,850133.0,415424.0,0.0,224902.0,42093.0,0.0,2810.0,153757.0,156865.0,150742.0,9324.0,0.0,636081.0,0.0,41062.0,17656.0,900379.0,63834.0,406809.0,1317368.0
2020-03-25,460399.0,960532.0,451082.0,0.0,214349.0,41858.0,0.0,2646.0,103574.0,176629.0,147397.0,7405.0,0.0,631714.0,0.0,40718.0,17318.0,897566.0,64501.0,229126.0,1508877.0
2020-03-26,460331.0,863296.0,436002.0,0.0,244424.0,41856.0,0.0,2536.0,128476.0,148278.0,146510.0,9688.0,0.0,628225.0,0.0,39150.0,16606.0,755400.0,64921.0,171482.0,1656511.0
2020-03-27,464866.0,904936.0,411684.0,0.0,200818.0,41856.0,0.0,2432.0,138582.0,150183.0,146511.0,10384.0,0.0,617445.0,0.0,36105.0,15096.0,830969.0,48073.0,259717.0,1358437.0
2020-03-28,465104.0,567847.0,342524.0,0.0,127663.0,41856.0,0.0,2532.0,142238.0,182078.0,144239.0,9891.0,0.0,604387.0,0.0,35327.0,14935.0,842234.0,69585.0,422611.0,1111739.0
2020-03-29,440762.0,449340.0,238331.0,0.0,122406.0,40262.0,0.0,2499.0,116966.0,154707.0,127368.0,9428.0,0.0,574339.0,0.0,31928.0,14252.0,317501.0,64440.0,449362.0,2079642.0
2020-03-30,464093.0,809346.0,600406.0,0.0,204019.0,41856.0,0.0,2436.0,158961.0,138233.0,132460.0,11420.0,0.0,638596.0,0.0,41953.0,18297.0,658924.0,68058.0,361590.0,880457.0
2020-03-31,464763.0,996403.0,686729.0,0.0,249609.0,41856.0,0.0,2277.0,141341.0,181780.0,143477.0,13510.0,0.0,644823.0,0.0,40652.0,18089.0,716413.0,62556.0,112961.0,457745.0
2020-04-01,466057.0,945056.0,620188.0,0.0,192173.0,41856.0,0.0,1997.0,171344.0,186436.0,143904.0,11472.0,0.0,635983.0,0.0,37275.0,17310.0,848591.0,43727.0,381762.0,812298.0
2020-04-02,462288.0,810803.0,478361.0,0.0,206238.0,41856.0,0.0,2192.0,123162.0,126931.0,141440.0,18842.0,0.0,617209.0,0.0,38891.0,17564.0,767184.0,38490.0,542742.0,1326827.0
2020-04-03,464443.0,780893.0,447654.0,0.0,168401.0,41856.0,0.0,1843.0,158819.0,171593.0,137368.0,14177.0,0.0,628744.0,0.0,35842.0,17113.0,550392.0,61955.0,430560.0,1397578.0
2020-04-04,467854.0,666583.0,477317.0,0.0,124334.0,42981.0,0.0,1718.0,157578.0,184542.0,136025.0,11881.0,0.0,627577.0,0.0,33195.0,15636.0,845608.0,76047.0,225416.0,395507.0
2020-04-05,463822.0,389636.0,295699.0,0.0,100132.0,41856.0,0.0,1724.0,130399.0,183858.0,124167.0,9674.0,0.0,531169.0,0.0,27783.0,13458.0,956613.0,44015.0,419049.0,1566212.0
2020-04-06,462870.0,538433.0,392661.0,0.0,104755.0,41856.0,0.0,1929.0,168062.0,203465.0,123820.0,10262.0,0.0,643145.0,0.0,30052.0,14253.0,940684.0,74699.0,399586.0,1227166.0
2020-04-07,455765.0,828493.0,533514.0,51.0,142199.0,41856.0,0.0,1930.0,149164.0,208192.0,124373.0,10130.0,0.0,721813.0,0.0,35842.0,14544.0,897711.0,77673.0,91207.0,568829.0
2020-04-08,446318.0,839985.0,571676.0,113.0,153093.0,41856.0,0.0,1970.0,156275.0,171621.0,126224.0,9678.0,0.0,722527.0,0.0,36272.0,14297.0,905383.0,75097.0,86722.0,549080.0
2020-04-09,454387.0,837599.0,584085.0,97.0,167409.0,41856.0,0.0,1952.0,124814.0,199444.0,132141.0,12108.0,0.0,717088.0,0.0,35249.0,14320.0,844879.0,75652.0,127040.0,523813.0
2020-04-10,457699.0,476323.0,408118.0,114.0,187350.0,41856.0,0.0,1945.0,154415.0,157565.0,133615.0,13257.0,0.0,743235.0,0.0,31880.0,14560.0,898545.0,68987.0,27869.0,372394.0
2020-04-11,458356.0,441111.0,329953.0,111.0,215770.0,41856.0,0.0,1969.0,138088.0,193391.0,134578.0,12735.0,0.0,734257.0,0.0,30843.0,14286.0,940530.0,70703.0,90293.0,252284.0
2020-04-12,456471.0,409016.0,254783.0,96.0,199110.0,41856.0,0.0,1894.0,119298.0,169649.0,132101.0,6282.0,0.0,612364.0,0.0,28745.0,13564.0,844218.0,72889.0,178944.0,507978.0
2020-04-13,447128.0,336779.0,210770.0,96.0,141001.0,41856.0,0.0,1880.0,131158.0,191581.0,123575.0,6905.0,0.0,518061.0,0.0,26555.0,12950.0,656243.0,64982.0,470103.0,1732717.0
2020-04-14,450234.0,438571.0,423109.0,151.0,128672.0,41967.0,0.0,2247.0,153183.0,221300.0,136043.0,14044.0,0.0,621054.0,0.0,31952.0,15014.0,747521.0,73680.0,361619.0,1039648.0
2020-04-15,449813.0,448382.0,438362.0,192.0,137846.0,41856.0,0.0,2080.0,167824.0,178330.0,136489.0,13651.0,0.0,633411.0,0.0,31841.0,15358.0,925710.0,72533.0,371210.0,949332.0
2020-04-16,442307.0,551280.0,583092.0,192.0,213010.0,41856.0,0.0,1939.0,134879.0,201537.0,136926.0,9025.0,0.0,603401.0,0.0,32511.0,14526.0,920240.0,77399.0,113795.0,555918.0
2020-04-17,443898.0,591320.0,658402.0,192.0,218985.0,41856.0,0.0,1830.0,163680.0,206633.0,139639.0,10783.0,0.0,610782.0,0.0,31152.0,14291.0,921472.0,70586.0,75093.0,291264.0
2020-04-18,443198.0,458592.0,344007.0,192.0,225710.0,41856.0,0.0,1768.0,133608.0,170982.0,143031.0,8404.0,0.0,621652.0,0.0,32610.0,14735.0,778828.0,70707.0,229602.0,660819.0
2020-04-19,442272.0,403539.0,241516.0,192.0,221427.0,41856.0,0.0,1830.0,98987.0,203448.0,138561.0,10387.0,0.0,586982.0,0.0,28234.0,13145.0,847432.0,73152.0,321183.0,1347301.0
2020-04-20,440719.0,347878.0,275535.0,191.0,187648.0,42097.0,0.0,1962.0,197986.0,247217.0,139908.0,11784.0,0.0,588368.0,0.0,29467.0,13601.0,1011948.0,69641.0,348797.0,2194124.0
2020-04-21,440526.0,331492.0,234296.0,192.0,170406.0,42813.0,17.0,1929.0,175956.0,237376.0,140401.0,8531.0,0.0,588248.0,0.0,27598.0,13012.0,1016485.0,66778.0,417899.0,2517289.0
2020-04-22,451732.0,377529.0,261825.0,139.0,168900.0,43521.0,9.0,1856.0,190989.0,207405.0,148088.0,17466.0,0.0,611570.0,0.0,29071.0,13419.0,1048992.0,69360.0,439476.0,1830917.0
2020-04-23,455529.0,490206.0,640484.0,35.0,225568.0,43200.0,0.0,1940.0,168173.0,220664.0,150395.0,14122.0,0.0,626200.0,0.0,32161.0,13355.0,1025059.0,69030.0,95192.0,531978.0
2020-04-24,451966.0,502418.0,438762.0,0.0,172416.0,43258.0,0.0,1821.0,115786.0,192144.0,159352.0,10071.0,0.0,621478.0,0.0,31894.0,13239.0,878866.0,70009.0,292532.0,1027215.0
2020-04-25,458359.0,439504.0,351324.0,0.0,147168.0,41856.0,0.0,1801.0,143796.0,182771.0,154363.0,7113.0,0.0,617002.0,0.0,31921.0,14540.0,848592.0,71526.0,154624.0,686847.0
2020-04-26,459548.0,492684.0,422171.0,0.0,181098.0,41856.0,0.0,1861.0,126639.0,142899.0,146128.0,7803.0,0.0,627207.0,0.0,31264.0,14249.0,943531.0,69465.0,36529.0,142911.0
2020-04-27,452337.0,763580.0,692118.0,0.0,184921.0,41856.0,0.0,1762.0,140608.0,198571.0,146279.0,17466.0,0.0,625831.0,0.0,34807.0,13855.0,894882.0,68495.0,100684.0,260835.0
2020-04-28,441691.0,910964.0,731675.0,0.0,218160.0,41856.0,0.0,1531.0,128637.0,136235.0,153448.0,17579.0,0.0,628049.0,0.0,33593.0,12903.0,592365.0,69121.0,39948.0,470557.0
2020-04-29,444597.0,866995.0,688667.0,0.0,206453.0,41856.0,0.0,1562.0,137393.0,158885.0,165937.0,14614.0,0.0,625338.0,0.0,37534.0,14819.0,464769.0,69228.0,98261.0,704979.0
2020-04-30,454470.0,538705.0,422844.0,0.0,177529.0,41856.0,0.0,1874.0,143528.0,216245.0,162946.0,6608.0,0.0,615808.0,0.0,31368.0,13766.0,501802.0,72235.0,360475.0,1385771.0
2020-05-01,453785.0,414653.0,256277.0,0.0,157463.0,41887.0,0.0,2016.0,130135.0,155673.0,162049.0,14196.0,0.0,590054.0,0.0,29518.0,13154.0,598676.0,67986.0,200848.0,1405432.0
2020-05-02,451712.0,411524.0,243629.0,0.0,163189.0,41856.0,0.0,2184.0,119192.0,204699.0,162479.0,10989.0,0.0,616948.0,0.0,31626.0,14517.0,578970.0,66499.0,116959.0,1267236.0
2020-05-03,453714.0,460444.0,311248.0,0.0,166276.0,41856.0,0.0,2195.0,144802.0,176852.0,163368.0,12490.0,0.0,619726.0,0.0,34217.0,15722.0,709798.0,68611.0,72129.0,503130.0
2020-05-04,451865.0,832237.0,647219.0,0.0,171810.0,41856.0,0.0,1851.0,102987.0,159070.0,156840.0,17826.0,0.0,623907.0,0.0,38653.0,15744.0,560010.0,73797.0,169030.0,517817.0
