,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2017-02-20,18950.0,4171.0,18335.0,3155.0,254.0,3952.0,26439.0,63222.0
2017-02-21,18399.0,6510.0,22611.0,3061.0,1719.0,4337.0,26723.0,60286.0
2017-02-22,17842.0,5237.0,19925.0,3324.0,1761.0,4063.0,27233.0,70380.0
2017-02-23,20570.0,7267.0,21355.0,3372.0,601.0,4197.0,17844.0,30332.0
2017-02-24,21052.0,8958.0,25346.0,3356.0,2057.0,3910.0,15454.0,28453.0
2017-02-25,20619.0,7952.0,22914.0,3318.0,612.0,4230.0,18983.0,37676.0
2017-02-26,18461.0,3226.0,19682.0,3357.0,443.0,3863.0,21470.0,31011.0
2017-02-27,17921.0,7598.0,22706.0,3300.0,356.0,4314.0,27242.0,40494.0
2017-02-28,19685.0,7715.0,20204.0,3360.0,1197.0,3559.0,26525.0,61131.0
2017-03-01,20397.0,9229.0,17814.0,3396.0,1359.0,4104.0,23245.0,50604.0
2017-03-02,20685.0,10358.0,19375.0,3406.0,1586.0,4233.0,14453.0,25503.0
2017-03-03,20296.0,9832.0,19408.0,3339.0,1227.0,4180.0,18082.0,33195.0
2017-03-04,19817.0,8683.0,19528.0,3338.0,921.0,4265.0,13798.0,25087.0
2017-03-05,19719.0,4641.0,19823.0,3303.0,310.0,3782.0,15486.0,33761.0
2017-03-06,21709.0,8912.0,26109.0,3346.0,445.0,4109.0,25747.0,45153.0
2017-03-07,24908.0,13009.0,38332.0,3447.0,800.0,4311.0,8692.0,10772.0
2017-03-08,20933.0,11776.0,36082.0,3387.0,738.0,3821.0,13688.0,20394.0
2017-03-09,18609.0,10045.0,33331.0,3385.0,1106.0,4236.0,13464.0,19361.0
2017-03-10,13908.0,7888.0,29541.0,3763.0,2597.0,4346.0,14915.0,29211.0
2017-03-11,11530.0,8871.0,29244.0,3247.0,2431.0,4736.0,4062.0,4196.0
2017-03-12,15529.0,8771.0,24147.0,3357.0,1958.0,4180.0,13083.0,19170.0
2017-03-13,18590.0,12610.0,28728.0,3452.0,1139.0,4690.0,7222.0,9985.0
2017-03-14,17350.0,8178.0,25019.0,3236.0,1472.0,4400.0,18839.0,39209.0
2017-03-15,16079.0,6235.0,17325.0,3314.0,3220.0,4017.0,25293.0,61808.0
2017-03-16,15642.0,8793.0,18233.0,3293.0,2365.0,3808.0,21382.0,40153.0
2017-03-17,18601.0,6816.0,15289.0,3443.0,1981.0,3867.0,24694.0,47020.0
2017-03-18,16896.0,4463.0,13877.0,3365.0,2601.0,3818.0,20405.0,38376.0
2017-03-19,19630.0,4724.0,13439.0,3386.0,768.0,3681.0,14585.0,23193.0
2017-03-20,20743.0,9268.0,23700.0,3341.0,1143.0,4115.0,14861.0,23296.0
2017-03-21,13996.0,8817.0,22011.0,3314.0,2554.0,4336.0,26092.0,57006.0
2017-03-22,14401.0,8949.0,25566.0,3366.0,3413.0,4553.0,12567.0,31074.0
2017-03-23,14441.0,8101.0,34031.0,3270.0,3572.0,4350.0,3614.0,5249.0
2017-03-24,15010.0,8572.0,33806.0,3306.0,3891.0,4264.0,3985.0,9960.0
2017-03-25,13409.0,7125.0,23928.0,3308.0,2958.0,4153.0,12410.0,26839.0
2017-03-26,16220.0,5827.0,17327.0,3113.0,2875.0,3980.0,1917.0,5590.0
2017-03-27,18367.0,7571.0,24119.0,3261.0,2932.0,4341.0,5063.0,14026.0
2017-03-28,18853.0,7601.0,27992.0,3244.0,2717.0,4733.0,1548.0,5241.0
2017-03-29,18770.0,8786.0,28764.0,3252.0,753.0,4594.0,7139.0,10843.0
2017-03-30,17529.0,7414.0,24335.0,3236.0,768.0,3748.0,14340.0,21995.0
2017-03-31,15968.0,6557.0,25359.0,3188.0,2864.0,4349.0,13346.0,15962.0
2017-04-01,16429.0,5700.0,20022.0,3177.0,3133.0,4457.0,3209.0,8170.0
2017-04-02,16383.0,3936.0,14131.0,3188.0,2423.0,4499.0,4042.0,7828.0
2017-04-03,18199.0,7721.0,24350.0,3232.0,3809.0,4102.0,3585.0,9281.0
2017-04-04,15056.0,5858.0,19793.0,3331.0,4123.0,4030.0,5168.0,6076.0
2017-04-05,16763.0,3335.0,10682.0,3278.0,2887.0,3401.0,20050.0,13152.0
2017-04-06,17235.0,4830.0,10385.0,3293.0,2538.0,3507.0,21379.0,36851.0
2017-04-07,15988.0,5411.0,9347.0,3260.0,2994.0,3552.0,25919.0,47475.0
2017-04-08,12564.0,4311.0,6575.0,3236.0,1740.0,3704.0,12615.0,27258.0
2017-04-09,13003.0,3614.0,7580.0,3231.0,4532.0,3579.0,11483.0,24669.0
2017-04-10,14176.0,2873.0,4947.0,3241.0,2839.0,3550.0,27578.0,62188.0
2017-04-11,16091.0,4744.0,7340.0,3287.0,3781.0,3927.0,23932.0,52533.0
2017-04-12,15421.0,4667.0,6653.0,3285.0,1791.0,4326.0,25625.0,50735.0
2017-04-13,15313.0,4429.0,9039.0,3290.0,2436.0,4406.0,24593.0,47430.0
2017-04-14,15481.0,5579.0,10188.0,3303.0,2729.0,4407.0,15321.0,26703.0
2017-04-15,15987.0,4841.0,8435.0,3287.0,1637.0,4110.0,17608.0,21330.0
2017-04-16,16652.0,4823.0,13004.0,3333.0,2794.0,3505.0,6337.0,7979.0
2017-04-17,16937.0,5188.0,10333.0,3299.0,2383.0,3355.0,13900.0,14879.0
2017-04-18,19197.0,8494.0,24411.0,3368.0,3881.0,3632.0,12569.0,14531.0
2017-04-19,17666.0,10340.0,27906.0,3219.0,3736.0,3349.0,1326.0,5792.0
2017-04-20,12291.0,9014.0,17500.0,3337.0,2320.0,3062.0,13414.0,34769.0
2017-04-21,12079.0,4629.0,12869.0,3263.0,1637.0,2808.0,24364.0,53174.0
2017-04-22,11159.0,2368.0,9277.0,3281.0,4047.0,2377.0,23379.0,53559.0
2017-04-23,11648.0,2861.0,11122.0,3312.0,4202.0,2554.0,23855.0,45317.0
2017-04-24,14985.0,4367.0,13360.0,3206.0,2801.0,2944.0,20480.0,52797.0
2017-04-25,17910.0,9308.0,21687.0,3263.0,3475.0,3717.0,10641.0,20897.0
2017-04-26,19301.0,9083.0,23721.0,3373.0,3485.0,3873.0,3825.0,5143.0
2017-04-27,19606.0,8655.0,26783.0,3369.0,3434.0,4077.0,8399.0,11312.0
2017-04-28,18752.0,8876.0,26048.0,3307.0,2382.0,4348.0,9423.0,10584.0
2017-04-29,16589.0,6860.0,14906.0,3233.0,3113.0,4152.0,6412.0,9441.0
2017-04-30,14784.0,5524.0,9693.0,3192.0,5317.0,3812.0,12461.0,23553.0
2017-05-01,12293.0,1856.0,6511.0,3171.0,5583.0,2978.0,22550.0,47058.0
2017-05-02,13800.0,5120.0,12030.0,3216.0,5530.0,3869.0,19658.0,36874.0
2017-05-03,13791.0,4303.0,9089.0,3613.0,5061.0,3944.0,18910.0,30153.0
2017-05-04,13280.0,3030.0,7718.0,3235.0,4491.0,4056.0,23531.0,43936.0
2017-05-05,13101.0,4931.0,13619.0,3173.0,2991.0,4098.0,17391.0,24367.0
2017-05-06,16012.0,2854.0,11697.0,3099.0,4400.0,3944.0,721.0,2367.0
2017-05-07,13849.0,1452.0,5877.0,3053.0,4543.0,3673.0,3897.0,5124.0
2017-05-08,13716.0,5065.0,10414.0,3103.0,4969.0,3799.0,18408.0,46273.0
2017-05-09,20224.0,4970.0,18844.0,3073.0,3120.0,3884.0,6737.0,9479.0
2017-05-10,20578.0,5750.0,17269.0,3172.0,2149.0,4050.0,10182.0,8242.0
2017-05-11,18758.0,6385.0,20361.0,3223.0,3002.0,3933.0,4406.0,5284.0
2017-05-12,11806.0,3290.0,13981.0,3142.0,4571.0,4015.0,23907.0,43553.0
2017-05-13,10948.0,3353.0,10296.0,3185.0,3710.0,4023.0,11866.0,17875.0
2017-05-14,9007.0,2860.0,7878.0,3222.0,4072.0,3843.0,3120.0,4814.0
2017-05-15,11643.0,3486.0,14884.0,3434.0,4271.0,3927.0,2000.0,6204.0
2017-05-16,8691.0,3070.0,8213.0,3549.0,1170.0,4038.0,12152.0,25018.0
2017-05-17,11248.0,3560.0,11755.0,3466.0,2849.0,3992.0,7971.0,8867.0
2017-05-18,10155.0,2514.0,4160.0,3398.0,4295.0,3443.0,16135.0,25363.0
2017-05-19,6884.0,2660.0,6602.0,3417.0,3662.0,3419.0,1684.0,2835.0
2017-05-20,3475.0,2147.0,2612.0,3473.0,3378.0,3721.0,9997.0,19035.0
2017-05-21,4759.0,1778.0,3912.0,3454.0,5229.0,3851.0,2861.0,13900.0
2017-05-22,8084.0,3694.0,9407.0,3478.0,5393.0,4025.0,589.0,2299.0
2017-05-23,5897.0,3094.0,5624.0,3480.0,4049.0,3850.0,5550.0,11345.0
2017-05-24,6044.0,2837.0,4892.0,3386.0,4671.0,3867.0,15994.0,38533.0
2017-05-25,4069.0,1738.0,2944.0,3444.0,5649.0,3768.0,15202.0,29219.0
2017-05-26,3028.0,3051.0,6211.0,3503.0,5679.0,3640.0,6666.0,8836.0
2017-05-27,1375.0,1447.0,1851.0,3472.0,5715.0,3184.0,5927.0,6655.0
2017-05-28,1621.0,1696.0,1337.0,3499.0,4199.0,3134.0,16536.0,31055.0
2017-05-29,8073.0,5633.0,9884.0,4130.0,1350.0,3398.0,4651.0,10172.0
2017-05-30,7748.0,2480.0,14287.0,3435.0,2299.0,3289.0,6347.0,11055.0
2017-05-31,4045.0,2145.0,3405.0,3310.0,3350.0,3051.0,27027.0,65134.0
2017-06-01,4991.0,3171.0,6353.0,3349.0,6021.0,3394.0,16935.0,36700.0
2017-06-02,6857.0,4547.0,9130.0,3360.0,4840.0,3735.0,4386.0,4702.0
2017-06-03,5668.0,1852.0,1805.0,3041.0,3272.0,3340.0,5564.0,7790.0
2017-06-04,3971.0,1555.0,1060.0,2928.0,2062.0,3255.0,8993.0,15389.0
2017-06-05,1623.0,2243.0,1193.0,2902.0,4198.0,3078.0,11067.0,23136.0
2017-06-06,1442.0,1571.0,886.0,2972.0,4783.0,3191.0,19631.0,36354.0
2017-06-07,1507.0,1565.0,541.0,3054.0,1881.0,3388.0,22879.0,41018.0
2017-06-08,4382.0,2271.0,1210.0,3125.0,3316.0,2853.0,18887.0,37917.0
2017-06-09,4464.0,2423.0,6642.0,3070.0,2617.0,2966.0,10611.0,11672.0
2017-06-10,3592.0,1060.0,4792.0,2970.0,4752.0,3291.0,5714.0,15184.0
2017-06-11,3797.0,1028.0,5257.0,2966.0,3428.0,3204.0,13963.0,19784.0
2017-06-12,4037.0,1220.0,1091.0,3087.0,3038.0,3020.0,23225.0,52604.0
2017-06-13,6436.0,1345.0,834.0,3015.0,3688.0,3092.0,24642.0,56426.0
2017-06-14,9176.0,2674.0,1474.0,3064.0,4788.0,2603.0,11799.0,19718.0
2017-06-15,5143.0,2544.0,1661.0,3208.0,4157.0,2542.0,5949.0,7859.0
2017-06-16,3946.0,1180.0,842.0,3087.0,4126.0,2902.0,25572.0,54128.0
2017-06-17,3757.0,1308.0,1313.0,3112.0,5908.0,3217.0,16091.0,30500.0
2017-06-18,3984.0,1322.0,1495.0,3115.0,5470.0,3275.0,9550.0,16557.0
2017-06-19,5889.0,3244.0,5991.0,3371.0,5385.0,3199.0,4440.0,10221.0
2017-06-20,4387.0,1358.0,4282.0,3097.0,5523.0,2940.0,18117.0,42703.0
2017-06-21,9933.0,2222.0,6747.0,3124.0,4364.0,3167.0,9267.0,20818.0
2017-06-22,7425.0,3064.0,6126.0,3149.0,2964.0,2960.0,4774.0,6258.0
2017-06-23,850.0,2300.0,4340.0,3574.0,1627.0,2709.0,13788.0,19649.0
2017-06-24,1394.0,1127.0,4303.0,3117.0,2940.0,2992.0,20766.0,41278.0
2017-06-25,1281.0,851.0,4246.0,3235.0,4215.0,2788.0,23375.0,56135.0
2017-06-26,1963.0,1084.0,3826.0,3388.0,4510.0,3033.0,24576.0,59858.0
2017-06-27,5400.0,3334.0,6214.0,3129.0,5089.0,3204.0,6790.0,13508.0
2017-06-28,5724.0,2003.0,6074.0,3158.0,3489.0,3118.0,15315.0,26060.0
2017-06-29,4163.0,3180.0,6148.0,3242.0,1024.0,3250.0,17772.0,33106.0
2017-06-30,4397.0,3630.0,6432.0,3165.0,995.0,3083.0,11322.0,23006.0
2017-07-01,4343.0,1810.0,1826.0,3174.0,4097.0,3383.0,10595.0,17287.0
2017-07-02,4075.0,698.0,826.0,3125.0,3363.0,3218.0,22365.0,49434.0
2017-07-03,4573.0,1459.0,3950.0,3158.0,3461.0,3146.0,20096.0,45315.0
2017-07-04,4089.0,2883.0,5494.0,3180.0,4677.0,3074.0,17357.0,33633.0
2017-07-05,5628.0,2392.0,14152.0,3250.0,5546.0,3145.0,4910.0,16051.0
2017-07-06,5889.0,2622.0,18366.0,3220.0,5549.0,3197.0,1065.0,4959.0
2017-07-07,3969.0,3341.0,19831.0,3216.0,2935.0,3276.0,466.0,1525.0
2017-07-08,1284.0,1464.0,8888.0,3159.0,3691.0,3368.0,10104.0,26164.0
2017-07-09,1071.0,1322.0,4781.0,3154.0,5260.0,3272.0,6818.0,16444.0
2017-07-10,1210.0,2976.0,19984.0,3226.0,3072.0,3007.0,830.0,2782.0
2017-07-11,1185.0,2727.0,18804.0,3263.0,3293.0,2575.0,6319.0,12992.0
2017-07-12,1267.0,1943.0,10321.0,3298.0,3448.0,2853.0,12492.0,30600.0
2017-07-13,1194.0,2912.0,5725.0,3207.0,4870.0,3226.0,19915.0,40543.0
2017-07-14,1187.0,3090.0,7153.0,3203.0,3694.0,3357.0,4697.0,8885.0
2017-07-15,1146.0,1830.0,9275.0,3138.0,4610.0,3392.0,1974.0,4530.0
2017-07-16,746.0,1855.0,7304.0,3102.0,2132.0,3176.0,16129.0,32673.0
2017-07-17,739.0,2751.0,3583.0,3132.0,4413.0,3431.0,16157.0,34259.0
2017-07-18,899.0,4325.0,6172.0,3264.0,2882.0,3365.0,8276.0,19604.0
2017-07-19,1270.0,2760.0,5898.0,3180.0,5020.0,3231.0,6331.0,7885.0
2017-07-20,1102.0,2724.0,6474.0,3190.0,2761.0,2972.0,11775.0,19432.0
2017-07-21,1202.0,3641.0,6568.0,3216.0,2459.0,3091.0,9138.0,6513.0
2017-07-22,1132.0,1457.0,1354.0,3144.0,2600.0,3315.0,11315.0,14524.0
2017-07-23,1092.0,1696.0,1438.0,3173.0,1181.0,3142.0,14347.0,22103.0
2017-07-24,1196.0,4369.0,4205.0,3097.0,3115.0,3093.0,4546.0,4144.0
2017-07-25,851.0,2156.0,3760.0,3019.0,2468.0,2883.0,10628.0,14323.0
2017-07-26,1267.0,3350.0,5207.0,3092.0,4145.0,3082.0,2751.0,4163.0
2017-07-27,1120.0,3129.0,4281.0,2995.0,2382.0,3066.0,6594.0,12800.0
2017-07-28,1006.0,2756.0,3526.0,3021.0,3840.0,3025.0,7794.0,15406.0
2017-07-29,1181.0,2182.0,1147.0,3025.0,2394.0,3221.0,18020.0,31819.0
2017-07-30,1065.0,1891.0,1128.0,3028.0,2608.0,3202.0,12796.0,23349.0
2017-07-31,1167.0,3175.0,2869.0,3014.0,4099.0,3065.0,9171.0,21209.0
2017-08-01,1133.0,3902.0,6419.0,3022.0,3546.0,2857.0,2168.0,4409.0
2017-08-02,1227.0,2724.0,4390.0,3069.0,3655.0,2810.0,6240.0,13291.0
2017-08-03,1089.0,3410.0,4095.0,3004.0,1551.0,2937.0,15510.0,27751.0
2017-08-04,1011.0,1597.0,3544.0,2955.0,2858.0,3053.0,23888.0,51360.0
2017-08-05,1214.0,1476.0,1182.0,2957.0,3768.0,3317.0,18765.0,41123.0
2017-08-06,1057.0,1163.0,1329.0,2979.0,4119.0,3206.0,19627.0,36959.0
2017-08-07,1070.0,3368.0,3377.0,3013.0,3991.0,3211.0,10664.0,21350.0
2017-08-08,825.0,2558.0,5029.0,3018.0,3400.0,3328.0,8619.0,12213.0
2017-08-09,718.0,1879.0,3222.0,3040.0,3304.0,3124.0,17694.0,32650.0
2017-08-10,752.0,3229.0,3453.0,3111.0,3836.0,3065.0,7232.0,15957.0
2017-08-11,799.0,3201.0,3402.0,3094.0,2282.0,3003.0,2524.0,4365.0
2017-08-12,811.0,1798.0,1013.0,3052.0,1421.0,2912.0,9397.0,13182.0
2017-08-13,680.0,1372.0,1316.0,3012.0,4208.0,2810.0,16740.0,35220.0
2017-08-14,817.0,3738.0,3533.0,3024.0,4227.0,2594.0,5143.0,6534.0
2017-08-15,781.0,2213.0,5212.0,3065.0,3094.0,2695.0,15540.0,22333.0
2017-08-16,2532.0,3734.0,8622.0,3117.0,4322.0,2773.0,3338.0,6066.0
2017-08-17,6766.0,3346.0,15695.0,2985.0,2415.0,2605.0,12319.0,20796.0
2017-08-18,4463.0,3228.0,10311.0,3041.0,2238.0,2474.0,8540.0,13242.0
2017-08-19,2333.0,1179.0,5560.0,2979.0,3551.0,2440.0,15430.0,28200.0
2017-08-20,2057.0,1213.0,5279.0,2970.0,3215.0,2543.0,21631.0,32690.0
2017-08-21,5414.0,3150.0,7257.0,2996.0,3014.0,2599.0,21101.0,38565.0
2017-08-22,10652.0,4080.0,8640.0,3289.0,3588.0,2836.0,10390.0,14409.0
2017-08-23,11021.0,6048.0,11005.0,3438.0,4470.0,2820.0,1464.0,2340.0
2017-08-24,10745.0,3434.0,8171.0,3038.0,2347.0,2457.0,11811.0,23467.0
2017-08-25,10705.0,3183.0,8547.0,3445.0,3622.0,2463.0,13132.0,32185.0
2017-08-26,4109.0,2365.0,7695.0,3018.0,2459.0,2719.0,2093.0,3765.0
2017-08-27,3972.0,2088.0,7485.0,3010.0,3220.0,2654.0,3136.0,5357.0
2017-08-28,11492.0,4708.0,16725.0,3102.0,3483.0,2663.0,1892.0,4815.0
2017-08-29,9810.0,3008.0,17468.0,3024.0,4023.0,2734.0,10593.0,16943.0
2017-08-30,10479.0,3390.0,20877.0,3043.0,953.0,2713.0,5002.0,4730.0
2017-08-31,4138.0,3506.0,19744.0,3017.0,1716.0,2854.0,12145.0,13874.0
2017-09-01,4878.0,3796.0,20692.0,3104.0,3549.0,2525.0,4397.0,8864.0
2017-09-02,4040.0,2455.0,6781.0,3075.0,3393.0,2682.0,1728.0,3785.0
2017-09-03,3839.0,2253.0,6579.0,3092.0,3404.0,2894.0,753.0,2503.0
2017-09-04,10823.0,4240.0,12920.0,3161.0,2801.0,2845.0,5189.0,5937.0
2017-09-05,10251.0,4118.0,14450.0,3108.0,2669.0,2862.0,5375.0,8982.0
2017-09-06,5013.0,3745.0,9729.0,3559.0,799.0,2941.0,13066.0,15796.0
2017-09-07,4993.0,4291.0,15049.0,3154.0,1358.0,2765.0,16087.0,23126.0
2017-09-08,7909.0,3203.0,5845.0,3136.0,1156.0,2292.0,18116.0,22693.0
2017-09-09,9232.0,3325.0,7165.0,3531.0,1354.0,2537.0,5603.0,4164.0
2017-09-10,6383.0,1698.0,3773.0,3023.0,3061.0,2678.0,15300.0,26524.0
2017-09-11,6852.0,2686.0,6004.0,3068.0,2003.0,2215.0,24084.0,49832.0
2017-09-12,6487.0,3471.0,7817.0,3023.0,2705.0,2262.0,24397.0,38994.0
2017-09-13,8608.0,2923.0,6846.0,2559.0,894.0,2529.0,21147.0,35107.0
2017-09-14,7906.0,4538.0,11365.0,1801.0,2010.0,2719.0,14116.0,18211.0
2017-09-15,8317.0,5611.0,17387.0,1684.0,3093.0,2844.0,14698.0,18040.0
2017-09-16,8950.0,3685.0,13801.0,1674.0,2109.0,2759.0,2554.0,3452.0
2017-09-17,7989.0,2808.0,9400.0,1684.0,2504.0,2548.0,613.0,2277.0
2017-09-18,10461.0,5984.0,20985.0,1732.0,2981.0,2312.0,251.0,999.0
2017-09-19,9130.0,4909.0,18489.0,1729.0,1994.0,2509.0,10037.0,14204.0
2017-09-20,10452.0,4739.0,21145.0,1723.0,2440.0,2784.0,7135.0,4624.0
2017-09-21,9729.0,5517.0,20673.0,1732.0,1820.0,2801.0,1568.0,3581.0
2017-09-22,10300.0,6207.0,18170.0,1715.0,2216.0,2792.0,1774.0,3933.0
2017-09-23,10795.0,2900.0,8122.0,1725.0,2212.0,2515.0,731.0,1092.0
2017-09-24,8694.0,2752.0,5746.0,1693.0,1251.0,2332.0,6439.0,6473.0
2017-09-25,9356.0,4395.0,7295.0,1783.0,2081.0,2279.0,13699.0,24529.0
2017-09-26,11163.0,4822.0,7971.0,1749.0,1510.0,2548.0,13395.0,20837.0
2017-09-27,7401.0,3675.0,9881.0,719.0,1777.0,3025.0,17253.0,26603.0
2017-09-28,8238.0,3467.0,6854.0,273.0,1567.0,2917.0,19516.0,33283.0
2017-09-29,4701.0,4885.0,8367.0,246.0,1729.0,2941.0,19214.0,35327.0
2017-09-30,4646.0,4595.0,8332.0,273.0,1181.0,2854.0,21666.0,47243.0
2017-10-01,4672.0,2825.0,7269.0,222.0,2291.0,3207.0,12231.0,22317.0
2017-10-02,8004.0,2426.0,6634.0,257.0,1521.0,2668.0,24581.0,53227.0
2017-10-03,6519.0,2563.0,8505.0,298.0,2090.0,2574.0,23961.0,53582.0
2017-10-04,8309.0,3505.0,7643.0,301.0,689.0,2906.0,25205.0,54810.0
2017-10-05,11037.0,5037.0,11555.0,416.0,1160.0,2547.0,19413.0,36906.0
2017-10-06,9479.0,6306.0,14016.0,336.0,2979.0,2715.0,19686.0,32574.0
2017-10-07,8618.0,3046.0,12864.0,198.0,604.0,3481.0,20656.0,26145.0
2017-10-08,9910.0,4216.0,14323.0,259.0,2835.0,3503.0,14366.0,18925.0
2017-10-09,14757.0,7882.0,25664.0,432.0,2678.0,3518.0,9039.0,9024.0
2017-10-10,14517.0,7080.0,22054.0,341.0,912.0,3739.0,9527.0,14665.0
2017-10-11,8287.0,4843.0,13540.0,301.0,721.0,2556.0,18540.0,32971.0
2017-10-12,8518.0,2932.0,11565.0,289.0,1795.0,2617.0,26667.0,65363.0
2017-10-13,12876.0,7079.0,14741.0,322.0,1338.0,3267.0,16402.0,27744.0
2017-10-14,6756.0,3230.0,9898.0,418.0,568.0,3491.0,18965.0,35520.0
2017-10-15,7406.0,3428.0,9397.0,335.0,919.0,3923.0,14469.0,24213.0
2017-10-16,10701.0,6281.0,13557.0,517.0,1079.0,3628.0,8493.0,13691.0
2017-10-17,8862.0,2714.0,10315.0,291.0,1095.0,3729.0,20854.0,53751.0
2017-10-18,18129.0,8143.0,27388.0,455.0,725.0,4236.0,7758.0,15664.0
2017-10-19,16307.0,6465.0,25204.0,381.0,640.0,4149.0,13369.0,17369.0
2017-10-20,10268.0,5635.0,14572.0,331.0,381.0,3901.0,18047.0,32307.0
2017-10-21,9110.0,4798.0,8846.0,363.0,806.0,3616.0,16875.0,22265.0
2017-10-22,8947.0,4851.0,10813.0,319.0,1176.0,4187.0,11174.0,14255.0
2017-10-23,10810.0,8127.0,20396.0,473.0,800.0,4151.0,8199.0,13716.0
2017-10-24,11823.0,6038.0,9463.0,347.0,354.0,3786.0,20289.0,33099.0
2017-10-25,9070.0,4341.0,10146.0,322.0,835.0,3241.0,22583.0,39661.0
