,Wind Onshore
2019-05-10,7575.0
2019-05-11,8834.0
2019-05-12,17089.0
2019-05-13,9911.0
2019-05-14,3854.0
2019-05-15,2961.0
2019-05-16,12113.0
2019-05-17,26675.0
2019-05-18,17598.0
2019-05-19,6101.0
2019-05-20,9529.0
2019-05-21,10238.0
2019-05-22,7418.0
2019-05-23,12346.0
2019-05-24,13562.0
2019-05-25,13618.0
2019-05-26,29640.0
2019-05-27,8532.0
2019-05-28,10772.0
2019-05-29,30866.0
2019-05-30,36420.0
2019-05-31,22699.0
2019-06-01,24425.0
2019-06-02,10613.0
2019-06-03,23604.0
2019-06-04,13333.0
2019-06-05,11312.0
2019-06-06,18021.0
2019-06-07,8469.0
2019-06-08,10547.0
2019-06-09,36800.0
2019-06-10,15913.0
2019-06-11,26946.0
2019-06-12,42182.0
2019-06-13,15037.0
2019-06-14,4476.0
2019-06-15,6769.0
2019-06-16,9362.0
2019-06-17,24755.0
2019-06-18,20831.0
2019-06-19,7899.0
2019-06-20,14789.0
2019-06-21,27850.0
2019-06-22,24996.0
2019-06-23,8286.0
2019-06-24,4156.0
2019-06-25,6687.0
2019-06-26,4265.0
2019-06-27,16183.0
2019-06-28,7787.0
2019-06-29,14979.0
2019-06-30,27593.0
2019-07-01,41113.0
2019-07-02,23975.0
2019-07-03,15328.0
2019-07-04,23459.0
2019-07-05,27881.0
2019-07-06,7704.0
2019-07-07,9274.0
2019-07-08,12763.0
2019-07-09,12915.0
2019-07-10,7293.0
2019-07-11,4160.0
2019-07-12,2467.0
2019-07-13,1594.0
2019-07-14,2302.0
2019-07-15,8792.0
2019-07-16,22642.0
2019-07-17,5201.0
2019-07-18,3176.0
2019-07-19,3079.0
2019-07-20,4922.0
2019-07-21,11574.0
2019-07-22,15034.0
2019-07-23,4888.0
2019-07-24,1436.0
2019-07-25,2566.0
2019-07-26,4707.0
2019-07-27,14614.0
2019-07-28,18517.0
2019-07-29,9764.0
2019-07-30,22522.0
2019-07-31,7923.0
2019-08-01,2709.0
2019-08-02,5418.0
2019-08-03,3976.0
2019-08-04,3790.0
2019-08-05,4425.0
2019-08-06,6410.0
2019-08-07,9500.0
2019-08-08,4387.0
2019-08-09,2610.0
2019-08-10,19411.0
2019-08-11,32994.0
2019-08-12,32506.0
2019-08-13,26250.0
2019-08-14,22522.0
2019-08-15,9505.0
2019-08-16,9778.0
2019-08-17,25043.0
2019-08-18,10178.0
2019-08-19,26556.0
2019-08-20,24941.0
2019-08-21,17308.0
2019-08-22,22633.0
2019-08-23,30148.0
2019-08-24,6005.0
2019-08-25,8808.0
2019-08-26,5900.0
2019-08-27,6182.0
2019-08-28,13874.0
2019-08-29,13335.0
2019-08-30,23726.0
2019-08-31,20501.0
2019-09-01,24430.0
2019-09-02,19891.0
2019-09-03,21050.0
2019-09-04,17585.0
2019-09-05,28074.0
2019-09-06,18363.0
2019-09-07,16634.0
2019-09-08,6166.0
2019-09-09,11307.0
2019-09-10,16596.0
2019-09-11,26306.0
2019-09-12,40942.0
2019-09-13,34537.0
2019-09-14,33975.0
2019-09-15,53352.0
2019-09-16,40265.0
2019-09-17,22953.0
2019-09-18,23715.0
2019-09-19,18034.0
2019-09-20,11283.0
2019-09-21,13462.0
2019-09-22,12360.0
2019-09-23,11473.0
2019-09-24,5690.0
2019-09-25,9441.0
2019-09-26,10302.0
2019-09-27,23882.0
2019-09-28,10678.0
2019-09-29,6087.0
2019-09-30,12291.0
2019-10-01,30486.0
2019-10-02,25320.0
2019-10-03,21549.0
2019-10-04,16381.0
2019-10-05,9905.0
2019-10-06,5406.0
2019-10-07,7358.0
2019-10-08,8364.0
2019-10-09,5813.0
2019-10-10,8762.0
2019-10-11,23198.0
2019-10-12,32370.0
2019-10-13,17091.0
2019-10-14,20632.0
2019-10-15,17264.0
2019-10-16,13929.0
2019-10-17,8260.0
2019-10-18,8314.0
2019-10-19,25576.0
2019-10-20,14113.0
2019-10-21,4226.0
2019-10-22,38979.0
2019-10-23,32815.0
2019-10-24,22576.0
2019-10-25,42649.0
2019-10-26,19772.0
2019-10-27,11817.0
2019-10-28,12652.0
2019-10-29,18324.0
2019-10-30,13249.0
2019-10-31,16635.0
2019-11-01,11423.0
2019-11-02,9869.0
2019-11-03,26846.0
2019-11-04,35264.0
2019-11-05,27785.0
2019-11-06,15005.0
2019-11-07,8491.0
2019-11-08,16792.0
2019-11-09,19111.0
2019-11-10,12734.0
2019-11-11,16543.0
2019-11-12,25500.0
2019-11-13,9227.0
2019-11-14,5543.0
2019-11-15,13648.0
2019-11-16,32084.0
2019-11-17,15413.0
2019-11-18,27413.0
2019-11-19,19053.0
2019-11-20,11896.0
2019-11-21,26251.0
2019-11-22,28006.0
2019-11-23,14593.0
2019-11-24,10999.0
2019-11-25,5430.0
2019-11-26,3807.0
2019-11-27,8806.0
2019-11-28,16732.0
2019-11-29,37438.0
2019-11-30,24083.0
2019-12-01,23747.0
2019-12-02,21273.0
2019-12-03,31976.0
2019-12-04,37818.0
2019-12-05,54068.0
2019-12-06,39600.0
2019-12-07,30391.0
2019-12-08,39623.0
2019-12-09,39839.0
2019-12-10,27401.0
2019-12-11,43713.0
2019-12-12,14908.0
2019-12-13,17319.0
2019-12-14,16593.0
2019-12-15,16243.0
2019-12-16,27645.0
2019-12-17,13915.0
2019-12-18,24970.0
2019-12-19,19799.0
2019-12-20,15776.0
2019-12-21,8553.0
2019-12-22,5300.0
2019-12-23,5050.0
2019-12-24,4665.0
2019-12-25,2623.0
2019-12-26,6184.0
2019-12-27,11225.0
2019-12-28,17434.0
2019-12-29,51162.0
2019-12-30,54740.0
