,Fossil Gas,Hydro Water Reservoir,Nuclear,Other,Solar,Wind Onshore
2023-02-05 15:00:00+01:00,0.0,1637.0,5791.0,873.0,5.0,857.0
2023-02-05 16:00:00+01:00,0.0,1636.0,5791.0,903.0,0.0,975.0
2023-02-05 17:00:00+01:00,0.0,1639.0,5790.0,907.0,0.0,1105.0
2023-02-05 18:00:00+01:00,0.0,1639.0,5791.0,982.0,0.0,1194.0
2023-02-05 19:00:00+01:00,0.0,1639.0,5790.0,1010.0,0.0,1236.0
2023-02-05 20:00:00+01:00,0.0,1636.0,5791.0,1007.0,0.0,1234.0
2023-02-05 21:00:00+01:00,0.0,1634.0,5792.0,942.0,0.0,1186.0
2023-02-05 22:00:00+01:00,0.0,1625.0,5791.0,920.0,0.0,1141.0
2023-02-05 23:00:00+01:00,0.0,1486.0,5792.0,898.0,0.0,1072.0
2023-02-06 00:00:00+01:00,0.0,1483.0,5791.0,859.0,0.0,1028.0
2023-02-06 01:00:00+01:00,0.0,1485.0,5793.0,838.0,0.0,938.0
2023-02-06 02:00:00+01:00,0.0,1488.0,5791.0,841.0,0.0,854.0
2023-02-06 03:00:00+01:00,0.0,1505.0,5792.0,884.0,0.0,801.0
2023-02-06 04:00:00+01:00,0.0,1541.0,5791.0,976.0,0.0,745.0
2023-02-06 05:00:00+01:00,0.0,1562.0,5790.0,1049.0,0.0,697.0
2023-02-06 06:00:00+01:00,0.0,1719.0,5790.0,1284.0,0.0,648.0
2023-02-06 07:00:00+01:00,0.0,1781.0,5792.0,1303.0,0.0,550.0
2023-02-06 08:00:00+01:00,0.0,1780.0,5790.0,1302.0,4.0,516.0
2023-02-06 09:00:00+01:00,0.0,1785.0,5790.0,1327.0,24.0,466.0
2023-02-06 10:00:00+01:00,0.0,1790.0,5792.0,1198.0,51.0,470.0
2023-02-06 11:00:00+01:00,0.0,1798.0,5793.0,1208.0,73.0,458.0
2023-02-06 12:00:00+01:00,0.0,1802.0,5792.0,1201.0,80.0,490.0
2023-02-06 13:00:00+01:00,0.0,1859.0,5789.0,1192.0,69.0,502.0
2023-02-06 14:00:00+01:00,0.0,1792.0,5789.0,1237.0,42.0,606.0
2023-02-06 15:00:00+01:00,0.0,1783.0,5792.0,1231.0,13.0,742.0
2023-02-06 16:00:00+01:00,0.0,1791.0,5792.0,1221.0,1.0,959.0
2023-02-06 17:00:00+01:00,0.0,1790.0,5791.0,1157.0,0.0,1258.0
2023-02-06 18:00:00+01:00,0.0,1786.0,5791.0,1151.0,0.0,1448.0
2023-02-06 19:00:00+01:00,0.0,1773.0,5791.0,1151.0,0.0,1573.0
2023-02-06 20:00:00+01:00,0.0,1762.0,5791.0,1145.0,0.0,1602.0
2023-02-06 21:00:00+01:00,0.0,1646.0,5792.0,1012.0,0.0,1615.0
2023-02-06 22:00:00+01:00,0.0,1297.0,5793.0,878.0,0.0,1613.0
2023-02-06 23:00:00+01:00,0.0,1267.0,5793.0,817.0,0.0,1622.0
2023-02-07 00:00:00+01:00,0.0,1175.0,5792.0,645.0,0.0,1707.0
2023-02-07 01:00:00+01:00,0.0,1151.0,5793.0,613.0,0.0,1750.0
2023-02-07 02:00:00+01:00,0.0,1136.0,5793.0,615.0,0.0,1790.0
2023-02-07 03:00:00+01:00,0.0,1142.0,5791.0,630.0,0.0,1803.0
2023-02-07 04:00:00+01:00,0.0,1153.0,5792.0,650.0,0.0,1808.0
2023-02-07 05:00:00+01:00,0.0,1162.0,5791.0,701.0,0.0,1799.0
2023-02-07 06:00:00+01:00,0.0,1300.0,5792.0,771.0,0.0,1809.0
2023-02-07 07:00:00+01:00,0.0,1543.0,5792.0,799.0,0.0,1828.0
2023-02-07 08:00:00+01:00,0.0,1568.0,5792.0,851.0,1.0,1893.0
2023-02-07 09:00:00+01:00,0.0,1596.0,5792.0,849.0,5.0,1904.0
2023-02-07 10:00:00+01:00,0.0,1586.0,5792.0,853.0,15.0,1907.0
2023-02-07 11:00:00+01:00,0.0,1600.0,5793.0,909.0,25.0,1886.0
2023-02-07 12:00:00+01:00,0.0,1518.0,5793.0,897.0,28.0,1883.0
2023-02-07 13:00:00+01:00,0.0,1381.0,5792.0,869.0,25.0,1857.0
2023-02-07 14:00:00+01:00,0.0,1362.0,5791.0,849.0,15.0,1910.0
2023-02-07 15:00:00+01:00,0.0,1377.0,5790.0,896.0,6.0,1949.0
2023-02-07 16:00:00+01:00,0.0,1426.0,5790.0,932.0,1.0,1957.0
2023-02-07 17:00:00+01:00,0.0,1670.0,5791.0,960.0,0.0,1879.0
2023-02-07 18:00:00+01:00,0.0,1712.0,5792.0,956.0,0.0,1764.0
2023-02-07 19:00:00+01:00,0.0,1748.0,5791.0,923.0,0.0,1645.0
2023-02-07 20:00:00+01:00,0.0,1749.0,5792.0,914.0,0.0,1519.0
2023-02-07 21:00:00+01:00,0.0,1726.0,5792.0,911.0,0.0,1439.0
2023-02-07 22:00:00+01:00,0.0,1692.0,5792.0,909.0,0.0,1357.0
2023-02-07 23:00:00+01:00,0.0,1613.0,5792.0,897.0,0.0,1311.0
2023-02-08 00:00:00+01:00,0.0,1597.0,5792.0,820.0,0.0,1390.0
2023-02-08 01:00:00+01:00,0.0,1564.0,5791.0,801.0,0.0,1363.0
2023-02-08 02:00:00+01:00,0.0,1566.0,5791.0,790.0,0.0,1348.0
2023-02-08 03:00:00+01:00,0.0,1557.0,5792.0,817.0,0.0,1358.0
2023-02-08 04:00:00+01:00,0.0,1557.0,5792.0,814.0,0.0,1369.0
2023-02-08 05:00:00+01:00,0.0,1557.0,5792.0,847.0,0.0,1411.0
2023-02-08 06:00:00+01:00,0.0,1707.0,5791.0,897.0,0.0,1491.0
2023-02-08 07:00:00+01:00,0.0,1716.0,5790.0,895.0,0.0,1625.0
2023-02-08 08:00:00+01:00,0.0,1702.0,5792.0,1004.0,1.0,1738.0
