,Wind Onshore
2017-07-19,6429.0
2017-07-20,2488.0
2017-07-21,1015.0
2017-07-22,372.0
2017-07-23,1523.0
2017-07-24,2722.0
2017-07-25,535.0
2017-07-26,432.0
2017-07-27,731.0
2017-07-28,726.0
2017-07-29,3039.0
2017-07-30,3667.0
2017-07-31,1216.0
2017-08-01,1723.0
2017-08-02,1119.0
2017-08-03,1114.0
2017-08-04,2252.0
2017-08-05,3283.0
2017-08-06,1274.0
2017-08-07,918.0
2017-08-08,2622.0
2017-08-09,1723.0
2017-08-10,1399.0
2017-08-11,4312.0
2017-08-12,3746.0
2017-08-13,4696.0
2017-08-14,7440.0
2017-08-15,3797.0
2017-08-16,4330.0
2017-08-17,3469.0
2017-08-18,2083.0
2017-08-19,2004.0
2017-08-20,8528.0
2017-08-21,3493.0
2017-08-22,4396.0
2017-08-23,1993.0
2017-08-24,2307.0
2017-08-25,5229.0
2017-08-26,7401.0
2017-08-27,1582.0
2017-08-28,3260.0
2017-08-29,4919.0
2017-08-30,6672.0
2017-08-31,4618.0
2017-09-01,1907.0
2017-09-02,1405.0
2017-09-03,1037.0
2017-09-04,1803.0
2017-09-05,3262.0
2017-09-06,2453.0
2017-09-07,1282.0
2017-09-08,6031.0
2017-09-09,6536.0
2017-09-10,9022.0
2017-09-11,4879.0
2017-09-12,5351.0
2017-09-13,2080.0
2017-09-14,1674.0
2017-09-15,4964.0
2017-09-16,3361.0
2017-09-17,998.0
2017-09-18,3126.0
2017-09-19,5991.0
2017-09-20,4171.0
2017-09-21,2798.0
2017-09-22,4371.0
2017-09-23,1376.0
2017-09-24,564.0
2017-09-25,961.0
2017-09-26,1468.0
2017-09-27,554.0
2017-09-28,984.0
2017-09-29,817.0
2017-09-30,513.0
2017-10-01,1118.0
2017-10-02,7959.0
2017-10-03,8739.0
2017-10-04,3865.0
2017-10-05,2042.0
2017-10-06,578.0
2017-10-07,805.0
2017-10-08,1432.0
2017-10-09,1938.0
2017-10-10,6709.0
2017-10-11,1434.0
2017-10-12,1337.0
2017-10-13,1437.0
2017-10-14,3935.0
2017-10-15,2554.0
2017-10-16,9812.0
2017-10-17,5709.0
2017-10-18,3791.0
2017-10-19,2740.0
2017-10-20,1324.0
2017-10-21,1626.0
2017-10-22,1103.0
2017-10-23,1129.0
2017-10-24,4565.0
2017-10-25,7477.0
2017-10-26,1825.0
2017-10-27,4457.0
2017-10-28,4078.0
2017-10-29,8304.0
2017-10-30,6622.0
2017-10-31,1111.0
2017-11-01,2843.0
2017-11-02,7156.0
2017-11-03,9370.0
2017-11-04,6744.0
2017-11-05,1353.0
2017-11-06,6374.0
2017-11-07,4667.0
2017-11-08,4405.0
2017-11-09,7888.0
2017-11-10,5573.0
2017-11-11,4101.0
2017-11-12,2854.0
2017-11-13,1987.0
2017-11-14,3054.0
2017-11-15,2665.0
2017-11-16,4357.0
2017-11-17,3281.0
2017-11-18,3578.0
2017-11-19,4995.0
2017-11-20,4480.0
2017-11-21,3118.0
2017-11-22,4359.0
2017-11-23,9565.0
2017-11-24,6764.0
2017-11-25,2520.0
2017-11-26,2826.0
2017-11-27,2108.0
2017-11-28,1634.0
2017-11-29,519.0
2017-11-30,2381.0
2017-12-01,3467.0
2017-12-02,6398.0
2017-12-03,8313.0
2017-12-04,6805.0
2017-12-05,7741.0
2017-12-06,3523.0
2017-12-07,5310.0
2017-12-08,7221.0
2017-12-09,5513.0
2017-12-10,5063.0
2017-12-11,1313.0
2017-12-12,2280.0
2017-12-13,4701.0
2017-12-14,3109.0
2017-12-15,1864.0
2017-12-16,638.0
2017-12-17,4199.0
2017-12-18,1623.0
2017-12-19,5791.0
2017-12-20,6740.0
2017-12-21,9316.0
2017-12-22,8523.0
2017-12-23,7964.0
2017-12-24,5706.0
2017-12-25,3644.0
2017-12-26,1511.0
2017-12-27,3185.0
2017-12-28,1308.0
2017-12-29,3534.0
2017-12-30,2432.0
