,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2017-11-22,10200.0,177643.0,63515.0,0.0,4778.0,9498.0,19522.0,68901.0,0.0,24413.0,0.0,1025258.0,16499.0,5562.0,134719.0
2017-11-23,7306.0,148265.0,47203.0,0.0,5596.0,3853.0,23952.0,63779.0,0.0,16052.0,0.0,1041010.0,11681.0,5502.0,171373.0
2017-11-24,9344.0,160633.0,50610.0,0.0,6752.0,13896.0,18057.0,68196.0,0.0,23153.0,8.0,1077850.0,6320.0,5570.0,74871.0
2017-11-25,10356.0,162195.0,50661.0,0.0,4871.0,1704.0,37779.0,70837.0,0.0,18442.0,14.0,1007224.0,10873.0,5767.0,74651.0
2017-11-26,9252.0,160589.0,43350.0,0.0,4868.0,3174.0,28042.0,81363.0,0.0,19697.0,0.0,1056290.0,14668.0,5681.0,71623.0
2017-11-27,9473.0,182962.0,52351.0,0.0,7886.0,23701.0,11097.0,83654.0,0.0,40302.0,0.0,1144415.0,15300.0,5610.0,142027.0
2017-11-28,7322.0,173944.0,51655.0,0.0,8457.0,29178.0,12315.0,93460.0,0.0,55304.0,0.0,1142246.0,10287.0,5561.0,65555.0
2017-11-29,7067.0,186848.0,44176.0,0.0,11305.0,26993.0,10952.0,99948.0,0.0,61181.0,0.0,1132746.0,12162.0,5723.0,41695.0
2017-11-30,5461.0,184938.0,39161.0,0.0,13540.0,35975.0,13560.0,99019.0,0.0,60787.0,0.0,1123461.0,12125.0,5785.0,70821.0
2017-12-01,5279.0,178957.0,41649.0,0.0,11509.0,29903.0,10749.0,102593.0,0.0,61790.0,0.0,1156252.0,10806.0,5526.0,63122.0
2017-12-02,5141.0,179860.0,51153.0,0.0,4802.0,13453.0,15479.0,91555.0,0.0,44017.0,0.0,1133693.0,8725.0,5728.0,53497.0
2017-12-03,5168.0,179728.0,52613.0,0.0,4214.0,10227.0,18452.0,81467.0,0.0,35279.0,0.0,1158123.0,11353.0,6468.0,34853.0
2017-12-04,5240.0,200713.0,47092.0,0.0,10009.0,33759.0,11508.0,95134.0,0.0,60049.0,0.0,1204970.0,11897.0,6323.0,28841.0
2017-12-05,5176.0,202704.0,53082.0,0.0,9852.0,30233.0,10607.0,95156.0,0.0,60429.0,0.0,1210862.0,11731.0,6459.0,21207.0
2017-12-06,5155.0,203793.0,44540.0,0.0,10104.0,25707.0,13167.0,90299.0,0.0,69190.0,0.0,1232540.0,10804.0,6496.0,33451.0
2017-12-07,6269.0,203770.0,28907.0,0.0,19172.0,15755.0,10150.0,84824.0,0.0,64584.0,0.0,1194925.0,8823.0,6444.0,152370.0
2017-12-08,7441.0,191987.0,12760.0,0.0,4509.0,12899.0,11880.0,87975.0,0.0,47134.0,0.0,1208284.0,8357.0,6427.0,128291.0
2017-12-09,7233.0,198056.0,13552.0,0.0,9299.0,13032.0,7696.0,96891.0,0.0,37515.0,0.0,1181523.0,11000.0,6402.0,75136.0
2017-12-10,7247.0,145833.0,21219.0,0.0,4348.0,716.0,43624.0,93177.0,0.0,23037.0,0.0,1154300.0,4355.0,5933.0,179684.0
2017-12-11,7045.0,157032.0,19632.0,0.0,4328.0,17144.0,20833.0,121562.0,0.0,38573.0,0.0,1167444.0,4987.0,5668.0,170919.0
2017-12-12,7055.0,181006.0,26786.0,0.0,18008.0,28597.0,14491.0,131275.0,0.0,50823.0,0.0,1198803.0,11313.0,6006.0,72587.0
2017-12-13,7112.0,178631.0,35259.0,0.0,4827.0,21164.0,16934.0,129729.0,0.0,41655.0,0.0,1206953.0,7154.0,6194.0,185559.0
2017-12-14,6815.0,157765.0,12997.0,0.0,4736.0,21888.0,15809.0,135251.0,0.0,51262.0,0.0,1153471.0,7983.0,6125.0,193736.0
2017-12-15,6601.0,157659.0,23673.0,0.0,6197.0,10929.0,19201.0,136224.0,0.0,47754.0,0.0,1193144.0,9207.0,5961.0,131037.0
2017-12-16,6745.0,161832.0,45306.0,0.0,4324.0,6276.0,27022.0,129810.0,0.0,28778.0,0.0,1196243.0,11606.0,6073.0,78434.0
2017-12-17,7074.0,167166.0,47177.0,0.0,4402.0,2336.0,43380.0,123259.0,0.0,25921.0,0.0,1221868.0,9064.0,6142.0,54188.0
2017-12-18,6911.0,167592.0,49745.0,0.0,8705.0,20742.0,16020.0,133890.0,0.0,48956.0,0.0,1248719.0,6209.0,6121.0,95956.0
2017-12-19,7056.0,183653.0,45591.0,0.0,4428.0,21666.0,14488.0,135847.0,0.0,42838.0,0.0,1273511.0,13245.0,6190.0,30181.0
2017-12-20,7088.0,184127.0,34929.0,0.0,8966.0,27932.0,13679.0,134498.0,0.0,42681.0,0.0,1281043.0,8145.0,6140.0,32565.0
2017-12-21,7008.0,178866.0,24937.0,0.0,4319.0,16861.0,13508.0,129785.0,0.0,36797.0,0.0,1280147.0,8520.0,6207.0,37563.0
2017-12-22,7095.0,156616.0,25172.0,0.0,4308.0,11266.0,21410.0,122626.0,0.0,25824.0,0.0,1294171.0,6990.0,5854.0,43602.0
2017-12-23,7115.0,142871.0,29446.0,0.0,4296.0,6250.0,23371.0,107536.0,0.0,10883.0,0.0,1237566.0,9782.0,5900.0,43368.0
2017-12-24,7088.0,106848.0,21161.0,0.0,4296.0,19358.0,13817.0,98397.0,0.0,15524.0,0.0,1172205.0,11105.0,6046.0,51691.0
2017-12-25,6954.0,68156.0,2127.0,2.0,4267.0,2737.0,41084.0,92621.0,0.0,13707.0,0.0,1198821.0,9401.0,5954.0,104256.0
2017-12-26,6908.0,69975.0,246.0,0.0,4291.0,4733.0,32408.0,99959.0,0.0,19880.0,0.0,1184419.0,7770.0,5859.0,179716.0
2017-12-27,7054.0,87745.0,361.0,0.0,4291.0,17436.0,27004.0,106318.0,0.0,20931.0,0.0,1223290.0,7781.0,5731.0,187435.0
2017-12-28,7050.0,119377.0,8884.0,14.0,4281.0,27519.0,12205.0,110852.0,0.0,26818.0,0.0,1265568.0,9730.0,5943.0,77974.0
2017-12-29,7065.0,98047.0,12237.0,0.0,4262.0,12464.0,10726.0,112536.0,0.0,28586.0,0.0,1266626.0,5646.0,5991.0,155135.0
2017-12-30,6957.0,54546.0,609.0,0.0,4251.0,14358.0,21834.0,120158.0,0.0,22328.0,0.0,1163290.0,8022.0,6125.0,213838.0
