timestamp,Actual Load,country
2022-08-03 00:00:00+02:00,282435.0,SE
2022-08-04 00:00:00+02:00,281885.0,SE
2022-08-05 00:00:00+02:00,292434.0,SE
2022-08-06 00:00:00+02:00,257751.0,SE
2022-08-07 00:00:00+02:00,267587.0,SE
2022-08-08 00:00:00+02:00,294972.0,SE
2022-08-09 00:00:00+02:00,298281.0,SE
2022-08-10 00:00:00+02:00,301684.0,SE
2022-08-11 00:00:00+02:00,306139.0,SE
2022-08-12 00:00:00+02:00,301949.0,SE
2022-08-13 00:00:00+02:00,275420.0,SE
2022-08-14 00:00:00+02:00,273539.0,SE
2022-08-15 00:00:00+02:00,307488.0,SE
2022-08-16 00:00:00+02:00,311418.0,SE
2022-08-17 00:00:00+02:00,320551.0,SE
2022-08-18 00:00:00+02:00,316867.0,SE
2022-08-19 00:00:00+02:00,313374.0,SE
2022-08-20 00:00:00+02:00,288938.0,SE
2022-08-21 00:00:00+02:00,282434.0,SE
2022-08-22 00:00:00+02:00,309084.0,SE
2022-08-23 00:00:00+02:00,309269.0,SE
2022-08-24 00:00:00+02:00,309490.0,SE
2022-08-25 00:00:00+02:00,307591.0,SE
2022-08-26 00:00:00+02:00,304217.0,SE
2022-08-27 00:00:00+02:00,283485.0,SE
2022-08-28 00:00:00+02:00,279764.0,SE
2022-08-29 00:00:00+02:00,311576.0,SE
2022-08-30 00:00:00+02:00,315034.0,SE
2022-08-31 00:00:00+02:00,320937.0,SE
2022-09-01 00:00:00+02:00,321521.0,SE
2022-09-02 00:00:00+02:00,314736.0,SE
2022-09-03 00:00:00+02:00,290828.0,SE
2022-09-04 00:00:00+02:00,285766.0,SE
2022-09-05 00:00:00+02:00,321948.0,SE
2022-09-06 00:00:00+02:00,319196.0,SE
2022-09-07 00:00:00+02:00,319015.0,SE
2022-09-08 00:00:00+02:00,317227.0,SE
2022-09-09 00:00:00+02:00,317032.0,SE
2022-09-10 00:00:00+02:00,295703.0,SE
2022-09-11 00:00:00+02:00,288503.0,SE
2022-09-12 00:00:00+02:00,316593.0,SE
2022-09-13 00:00:00+02:00,316620.0,SE
2022-09-14 00:00:00+02:00,324751.0,SE
2022-09-15 00:00:00+02:00,314255.0,SE
2022-09-16 00:00:00+02:00,308555.0,SE
2022-09-17 00:00:00+02:00,285210.0,SE
2022-09-18 00:00:00+02:00,290348.0,SE
2022-09-19 00:00:00+02:00,326971.0,SE
2022-09-20 00:00:00+02:00,327528.0,SE
2022-09-21 00:00:00+02:00,335814.0,SE
2022-09-22 00:00:00+02:00,330336.0,SE
2022-09-23 00:00:00+02:00,320023.0,SE
2022-09-24 00:00:00+02:00,291351.0,SE
2022-09-25 00:00:00+02:00,289575.0,SE
2022-09-26 00:00:00+02:00,324690.0,SE
2022-09-27 00:00:00+02:00,326195.0,SE
2022-09-28 00:00:00+02:00,323418.0,SE
2022-09-29 00:00:00+02:00,331010.0,SE
2022-09-30 00:00:00+02:00,327285.0,SE
2022-10-01 00:00:00+02:00,290893.0,SE
2022-10-02 00:00:00+02:00,292265.0,SE
2022-10-03 00:00:00+02:00,324373.0,SE
2022-10-04 00:00:00+02:00,320428.0,SE
2022-10-05 00:00:00+02:00,316623.0,SE
2022-10-06 00:00:00+02:00,315765.0,SE
2022-10-07 00:00:00+02:00,294331.0,SE
2022-10-08 00:00:00+02:00,262418.0,SE
2022-10-09 00:00:00+02:00,280462.0,SE
2022-10-10 00:00:00+02:00,302596.0,SE
2022-10-11 00:00:00+02:00,306940.0,SE
2022-10-12 00:00:00+02:00,312406.0,SE
2022-10-13 00:00:00+02:00,304015.0,SE
2022-10-14 00:00:00+02:00,286027.0,SE
2022-10-15 00:00:00+02:00,275520.0,SE
2022-10-16 00:00:00+02:00,273832.0,SE
2022-10-17 00:00:00+02:00,304531.0,SE
2022-10-18 00:00:00+02:00,308978.0,SE
2022-10-19 00:00:00+02:00,336273.0,SE
2022-10-20 00:00:00+02:00,364004.0,SE
2022-10-21 00:00:00+02:00,356151.0,SE
2022-10-22 00:00:00+02:00,323510.0,SE
2022-10-23 00:00:00+02:00,324330.0,SE
2022-10-24 00:00:00+02:00,352495.0,SE
2022-10-25 00:00:00+02:00,342111.0,SE
2022-10-26 00:00:00+02:00,352021.0,SE
2022-10-27 00:00:00+02:00,338121.0,SE
2022-10-28 00:00:00+02:00,330435.0,SE
2022-10-29 00:00:00+02:00,305259.0,SE
2022-10-30 00:00:00+02:00,329770.0,SE
2022-10-31 00:00:00+01:00,334741.0,SE
2022-11-01 00:00:00+01:00,348452.0,SE
2022-11-02 00:00:00+01:00,344899.0,SE
2022-11-03 00:00:00+01:00,346219.0,SE
2022-11-04 00:00:00+01:00,337145.0,SE
2022-11-05 00:00:00+01:00,312556.0,SE
2022-11-06 00:00:00+01:00,317117.0,SE
2022-11-07 00:00:00+01:00,351220.0,SE
2022-11-08 00:00:00+01:00,361769.0,SE
2022-11-09 00:00:00+01:00,366374.0,SE
2022-11-10 00:00:00+01:00,346987.0,SE
2022-11-11 00:00:00+01:00,335629.0,SE
2022-11-12 00:00:00+01:00,302420.0,SE
2022-11-13 00:00:00+01:00,329990.0,SE
2022-11-14 00:00:00+01:00,359593.0,SE
2022-11-15 00:00:00+01:00,375928.0,SE
2022-11-16 00:00:00+01:00,391330.0,SE
2022-11-17 00:00:00+01:00,409059.0,SE
2022-11-18 00:00:00+01:00,413147.0,SE
2022-11-19 00:00:00+01:00,398447.0,SE
2022-11-20 00:00:00+01:00,418711.0,SE
2022-11-21 00:00:00+01:00,449208.0,SE
2022-11-22 00:00:00+01:00,440349.0,SE
2022-11-23 00:00:00+01:00,441359.0,SE
2022-11-24 00:00:00+01:00,429110.0,SE
2022-11-25 00:00:00+01:00,407427.0,SE
2022-11-26 00:00:00+01:00,381036.0,SE
2022-11-27 00:00:00+01:00,392692.0,SE
2022-11-28 00:00:00+01:00,413165.0,SE
2022-11-29 00:00:00+01:00,412499.0,SE
2022-11-30 00:00:00+01:00,413357.0,SE
2022-12-01 00:00:00+01:00,416022.0,SE
2022-12-02 00:00:00+01:00,415963.0,SE
2022-12-03 00:00:00+01:00,401439.0,SE
2022-12-04 00:00:00+01:00,406568.0,SE
2022-12-05 00:00:00+01:00,447487.0,SE
2022-12-06 00:00:00+01:00,457731.0,SE
2022-12-07 00:00:00+01:00,477953.0,SE
2022-12-08 00:00:00+01:00,485990.0,SE
2022-12-09 00:00:00+01:00,467786.0,SE
2022-12-10 00:00:00+01:00,442675.0,SE
2022-12-11 00:00:00+01:00,461635.0,SE
2022-12-12 00:00:00+01:00,494260.0,SE
2022-12-13 00:00:00+01:00,497548.0,SE
2022-12-14 00:00:00+01:00,484330.0,SE
2022-12-15 00:00:00+01:00,508366.0,SE
2022-12-16 00:00:00+01:00,522731.0,SE
2022-12-17 00:00:00+01:00,464645.0,SE
