Country,Timestamp,Hydro Water Reservoir,Nuclear,Other,Wind Onshore
SE,2019-12-05,196279.0,159024.0,30647.0,147787.0
SE,2019-12-06,197453.0,165644.0,30871.0,114839.0
SE,2019-12-07,160248.0,177195.0,30108.0,104199.0
SE,2019-12-08,146146.0,181050.0,30801.0,100210.0
SE,2019-12-09,208506.0,180857.0,31090.0,108968.0
SE,2019-12-10,227570.0,180770.0,32262.0,87641.0
SE,2019-12-11,205964.0,180878.0,31912.0,135486.0
SE,2019-12-12,227627.0,174111.0,32370.0,70344.0
SE,2019-12-13,233664.0,179011.0,31861.0,58685.0
SE,2019-12-14,181596.0,180900.0,31490.0,62247.0
SE,2019-12-15,170583.0,180734.0,29941.0,58860.0
SE,2019-12-16,247311.0,180561.0,30421.0,50788.0
SE,2019-12-17,244897.0,191370.0,30025.0,33298.0
SE,2019-12-18,244815.0,194652.0,30183.0,75107.0
SE,2019-12-19,234253.0,195290.0,29981.0,73347.0
SE,2019-12-20,231011.0,195390.0,29959.0,37666.0
SE,2019-12-21,188245.0,195272.0,28342.0,26182.0
SE,2019-12-22,197271.0,195096.0,28332.0,18159.0
SE,2019-12-23,231541.0,194935.0,29817.0,12921.0
SE,2019-12-24,208820.0,194889.0,30037.0,10319.0
SE,2019-12-25,195285.0,194839.0,31997.0,10623.0
SE,2019-12-26,209999.0,194646.0,33896.0,27610.0
SE,2019-12-27,234044.0,194523.0,37143.0,32179.0
SE,2019-12-28,191279.0,194360.0,35442.0,80553.0
SE,2019-12-29,118628.0,194675.0,32412.0,142045.0
SE,2019-12-30,123268.0,189080.0,31722.0,161619.0
